event_id,timestamp,user_id,user,department,host,source_ip,country,login_status,authentication_method
A001216,2026-05-19 06:45:58,u009,k.mehta,Engineering,WIN-018,10.10.0.141,India,Success,SSO
A001217,2026-03-13 06:12:15,u001,admin.ops,IT,WIN-003,10.10.0.182,India,Success,MFA
A001218,2026-01-22 23:23:03,u010,svc_backup,IT,WIN-031,185.10.0.12,Germany,Success,SSO
A001219,2026-05-23 00:04:23,u009,k.mehta,Engineering,WIN-018,10.10.0.22,India,Success,SSO
A001220,2026-06-22 19:18:24,u010,svc_backup,IT,WIN-006,10.10.0.163,India,Success,SSO
A001221,2026-05-09 21:14:17,u011,svc_app,IT,WIN-005,10.10.0.140,India,Success,SSO
A001222,2026-03-02 16:21:15,u010,svc_backup,IT,WIN-004,185.10.0.70,Singapore,Success,MFA
A001223,2026-03-30 03:57:19,u009,k.mehta,Engineering,WIN-031,10.10.0.86,India,Success,MFA
A001224,2026-03-10 12:42:03,u005,r.verma,Engineering,WIN-019,10.10.0.179,India,Success,SSO
A001225,2026-05-26 12:34:29,u005,r.verma,Engineering,WIN-037,10.10.0.163,India,Success,MFA
A001226,2026-04-23 06:19:57,u003,a.kumar,Operations,WIN-037,10.10.0.76,India,Success,SSO
A001227,2026-05-02 05:31:41,u001,admin.ops,IT,WIN-019,10.10.0.34,India,Success,SSO
A001228,2026-01-15 22:12:14,u005,r.verma,Engineering,WIN-017,10.10.0.73,India,Success,MFA
A001229,2026-06-16 13:54:35,u005,r.verma,Engineering,WIN-001,10.10.0.156,India,Success,Password
A001230,2026-06-26 17:31:12,u010,svc_backup,IT,WIN-010,10.10.0.96,India,Success,Password
A001231,2026-02-20 17:31:31,u012,d.patel,Operations,WIN-016,10.10.0.137,India,Success,Password
A001232,2026-03-08 13:47:14,u002,j.smith,Finance,WIN-010,10.10.0.41,India,Success,MFA
A001233,2026-05-27 04:07:18,u007,p.singh,Operations,WIN-025,10.10.0.114,India,Success,SSO
A001234,2026-05-04 19:18:47,u003,a.kumar,Operations,WIN-014,10.10.0.90,India,Failure,Password
A001235,2026-05-05 17:09:13,u005,r.verma,Engineering,WIN-008,10.10.0.120,India,Success,MFA
A001236,2026-04-03 11:24:06,u005,r.verma,Engineering,WIN-031,10.10.0.194,India,Success,SSO
A001237,2026-02-15 08:56:26,u007,p.singh,Operations,WIN-025,10.10.0.39,India,Success,SSO
A001238,2026-06-18 23:47:17,u007,p.singh,Operations,WIN-001,10.10.0.116,India,Success,MFA
A001239,2026-05-12 18:00:30,u006,s.rao,Sales,WIN-034,10.10.0.12,India,Success,Password
A001240,2026-06-28 04:50:54,u009,k.mehta,Engineering,WIN-023,185.10.0.57,UAE,Success,SSO
A001241,2026-06-16 16:13:38,u005,r.verma,Engineering,WIN-022,10.10.0.27,India,Success,MFA
A001242,2026-05-08 01:27:38,u010,svc_backup,IT,WIN-026,10.10.0.174,India,Success,SSO
A001243,2026-02-16 22:51:19,u012,d.patel,Operations,WIN-038,10.10.0.135,India,Success,MFA
A001244,2026-05-12 14:23:43,u012,d.patel,Operations,WIN-012,10.10.0.4,India,Success,SSO
A001245,2026-01-02 15:30:06,u002,j.smith,Finance,WIN-001,10.10.0.136,India,Success,Password
A001246,2026-05-14 02:39:34,u008,n.gupta,Finance,WIN-023,10.10.0.74,India,Success,MFA
A001247,2026-02-07 11:48:57,u001,admin.ops,IT,WIN-002,10.10.0.16,India,Success,SSO
A001248,2026-05-08 12:00:12,u004,m.sharma,HR,WIN-039,10.10.0.183,India,Failure,Password
A001249,2026-01-17 18:35:22,u010,svc_backup,IT,WIN-009,10.10.0.197,India,Success,SSO
A001250,2026-04-20 22:04:18,u003,a.kumar,Operations,WIN-008,10.10.0.66,India,Success,MFA
A001251,2026-04-01 16:10:14,u011,svc_app,IT,WIN-005,10.10.0.72,India,Success,MFA
A001252,2026-05-15 09:59:09,u011,svc_app,IT,WIN-021,10.10.0.201,India,Success,Password
A001253,2026-02-23 20:15:11,u001,admin.ops,IT,WIN-025,10.10.0.17,India,Success,MFA
A001254,2026-06-07 19:55:35,u005,r.verma,Engineering,WIN-012,10.10.0.127,India,Success,Password
A001255,2026-04-29 12:12:46,u007,p.singh,Operations,WIN-012,10.10.0.29,India,Success,Password
A001256,2026-04-15 23:31:42,u007,p.singh,Operations,WIN-014,10.10.0.29,India,Success,MFA
A001257,2026-05-19 22:00:25,u005,r.verma,Engineering,WIN-007,10.10.0.20,India,Success,SSO
A001258,2026-05-22 06:36:22,u005,r.verma,Engineering,WIN-029,10.10.0.129,India,Success,Password
A001259,2026-05-07 18:34:22,u011,svc_app,IT,WIN-001,185.10.0.87,USA,Failure,MFA
A001260,2026-01-30 10:32:31,u012,d.patel,Operations,WIN-022,185.10.0.75,Singapore,Success,SSO
A001261,2026-05-18 09:40:52,u008,n.gupta,Finance,WIN-031,10.10.0.188,India,Success,Password
A001262,2026-04-15 21:10:56,u004,m.sharma,HR,WIN-001,10.10.0.178,India,Success,MFA
A001263,2026-01-24 12:50:59,u010,svc_backup,IT,WIN-035,185.10.0.47,UK,Success,SSO
A001264,2026-02-28 19:16:52,u007,p.singh,Operations,WIN-004,10.10.0.167,India,Success,Password
A001265,2026-03-12 22:40:45,u009,k.mehta,Engineering,WIN-022,10.10.0.119,India,Failure,MFA
A001266,2026-05-06 18:55:55,u004,m.sharma,HR,WIN-012,10.10.0.100,India,Failure,SSO
A001267,2026-02-07 02:08:21,u005,r.verma,Engineering,WIN-025,185.10.0.82,UK,Success,MFA
A001268,2026-01-17 11:29:16,u011,svc_app,IT,WIN-029,10.10.0.37,India,Success,Password
A001269,2026-02-07 11:52:38,u001,admin.ops,IT,WIN-038,10.10.0.101,India,Success,Password
A001270,2026-06-03 22:25:56,u009,k.mehta,Engineering,WIN-020,10.10.0.117,India,Success,Password
A001271,2026-01-08 04:37:53,u006,s.rao,Sales,WIN-004,10.10.0.186,India,Success,Password
A001272,2026-03-20 17:48:12,u002,j.smith,Finance,WIN-014,10.10.0.172,India,Success,SSO
A001273,2026-03-31 00:09:38,u011,svc_app,IT,WIN-035,10.10.0.150,India,Success,Password
A001274,2026-06-29 13:57:14,u002,j.smith,Finance,WIN-003,10.10.0.127,India,Failure,SSO
A001275,2026-01-04 16:50:24,u008,n.gupta,Finance,WIN-040,10.10.0.181,India,Success,SSO
A001276,2026-01-26 08:20:59,u001,admin.ops,IT,WIN-012,10.10.0.80,India,Success,Password
A001277,2026-03-30 13:58:27,u010,svc_backup,IT,WIN-011,10.10.0.18,India,Success,Password
A001278,2026-01-23 04:06:57,u008,n.gupta,Finance,WIN-039,10.10.0.58,India,Success,Password
A001279,2026-06-06 05:01:30,u004,m.sharma,HR,WIN-028,10.10.0.190,India,Success,SSO
A001280,2026-03-20 01:29:45,u006,s.rao,Sales,WIN-008,185.10.0.75,UAE,Success,Password
A001281,2026-03-04 10:43:02,u004,m.sharma,HR,WIN-003,10.10.0.87,India,Success,Password
A001282,2026-01-24 10:42:53,u005,r.verma,Engineering,WIN-010,10.10.0.45,India,Success,SSO
A001283,2026-03-13 19:59:10,u009,k.mehta,Engineering,WIN-011,10.10.0.150,India,Success,Password
A001284,2026-01-26 21:33:12,u002,j.smith,Finance,WIN-040,10.10.0.42,India,Failure,Password
A001285,2026-06-20 19:21:31,u008,n.gupta,Finance,WIN-006,10.10.0.47,India,Success,Password
A001286,2026-05-18 05:39:10,u011,svc_app,IT,WIN-038,185.10.0.55,USA,Success,SSO
A001287,2026-01-25 15:21:41,u004,m.sharma,HR,WIN-010,10.10.0.135,India,Success,MFA
A001288,2026-03-22 00:12:18,u004,m.sharma,HR,WIN-012,10.10.0.11,India,Success,SSO
A001289,2026-02-04 22:51:46,u012,d.patel,Operations,WIN-032,10.10.0.24,India,Failure,SSO
A001290,2026-06-10 11:41:33,u005,r.verma,Engineering,WIN-023,10.10.0.144,India,Failure,Password
A001291,2026-02-07 06:19:55,u002,j.smith,Finance,WIN-034,185.10.0.81,UK,Success,SSO
A001292,2026-04-09 13:18:40,u004,m.sharma,HR,WIN-030,10.10.0.170,India,Success,Password
A001293,2026-02-23 16:14:28,u001,admin.ops,IT,WIN-013,10.10.0.40,India,Success,SSO
A001294,2026-06-13 20:18:27,u008,n.gupta,Finance,WIN-032,10.10.0.173,India,Success,Password
A001295,2026-01-11 11:47:12,u011,svc_app,IT,WIN-024,10.10.0.113,India,Success,MFA
A001296,2026-03-06 21:55:33,u010,svc_backup,IT,WIN-030,10.10.0.191,India,Success,Password
A001297,2026-06-29 14:09:58,u009,k.mehta,Engineering,WIN-012,10.10.0.9,India,Success,MFA
A001298,2026-04-10 23:37:30,u002,j.smith,Finance,WIN-005,185.10.0.94,USA,Success,SSO
A001299,2026-04-23 13:53:08,u006,s.rao,Sales,WIN-027,10.10.0.175,India,Success,MFA
A001300,2026-02-14 16:10:20,u002,j.smith,Finance,WIN-021,10.10.0.62,India,Success,SSO
A001301,2026-03-22 02:50:03,u004,m.sharma,HR,WIN-025,185.10.0.11,USA,Failure,SSO
A001302,2026-04-05 01:30:12,u001,admin.ops,IT,WIN-028,10.10.0.158,India,Success,MFA
A001303,2026-02-04 13:49:23,u007,p.singh,Operations,WIN-024,10.10.0.186,India,Failure,Password
A001304,2026-05-03 17:25:54,u006,s.rao,Sales,WIN-018,10.10.0.34,India,Success,Password
A001305,2026-05-15 09:56:05,u010,svc_backup,IT,WIN-004,10.10.0.30,India,Success,MFA
A001306,2026-03-31 01:07:57,u007,p.singh,Operations,WIN-011,10.10.0.58,India,Success,MFA
A001307,2026-04-28 05:08:51,u003,a.kumar,Operations,WIN-040,185.10.0.75,UAE,Success,Password
A001308,2026-01-17 18:59:58,u007,p.singh,Operations,WIN-034,10.10.0.57,India,Success,SSO
A001309,2026-04-02 22:37:07,u008,n.gupta,Finance,WIN-018,10.10.0.111,India,Success,SSO
A001310,2026-06-19 10:36:13,u004,m.sharma,HR,WIN-016,10.10.0.150,India,Success,Password
A001311,2026-06-23 04:11:40,u010,svc_backup,IT,WIN-010,185.10.0.116,Singapore,Success,MFA
A001312,2026-01-09 14:05:58,u001,admin.ops,IT,WIN-031,10.10.0.131,India,Success,Password
A001313,2026-03-24 15:53:41,u009,k.mehta,Engineering,WIN-026,10.10.0.180,India,Success,Password
A001314,2026-03-29 20:31:46,u008,n.gupta,Finance,WIN-016,10.10.0.194,India,Success,Password
A001315,2026-05-15 14:21:32,u012,d.patel,Operations,WIN-027,185.10.0.18,UK,Success,MFA
A001316,2026-02-16 10:06:41,u011,svc_app,IT,WIN-006,10.10.0.173,India,Success,MFA
A001317,2026-02-01 10:03:21,u012,d.patel,Operations,WIN-030,10.10.0.193,India,Success,SSO
A001318,2026-01-05 17:46:30,u008,n.gupta,Finance,WIN-030,10.10.0.182,India,Success,MFA
A001319,2026-02-05 21:54:34,u006,s.rao,Sales,WIN-030,10.10.0.2,India,Success,SSO
A001320,2026-01-14 17:28:45,u007,p.singh,Operations,WIN-022,10.10.0.77,India,Failure,MFA
A001321,2026-05-27 04:42:44,u005,r.verma,Engineering,WIN-040,10.10.0.55,India,Success,SSO
A001322,2026-01-16 17:17:47,u010,svc_backup,IT,WIN-022,10.10.0.16,India,Success,SSO
A001323,2026-06-26 16:55:35,u011,svc_app,IT,WIN-024,185.10.0.16,USA,Success,MFA
A001324,2026-04-01 08:42:05,u010,svc_backup,IT,WIN-003,10.10.0.46,India,Success,SSO
A001325,2026-04-19 12:09:08,u012,d.patel,Operations,WIN-005,10.10.0.200,India,Success,Password
A001326,2026-01-27 21:01:04,u006,s.rao,Sales,WIN-016,10.10.0.168,India,Success,MFA
A001327,2026-05-24 04:26:24,u010,svc_backup,IT,WIN-014,10.10.0.196,India,Success,Password
A001328,2026-03-04 05:28:10,u006,s.rao,Sales,WIN-018,10.10.0.110,India,Success,MFA
A001329,2026-01-11 13:48:07,u002,j.smith,Finance,WIN-024,10.10.0.126,India,Success,SSO
A001330,2026-04-13 06:31:07,u002,j.smith,Finance,WIN-031,10.10.0.175,India,Success,SSO
A001331,2026-06-24 15:44:47,u005,r.verma,Engineering,WIN-029,10.10.0.174,India,Success,SSO
A001332,2026-06-07 01:15:43,u002,j.smith,Finance,WIN-013,185.10.0.60,Singapore,Success,Password
A001333,2026-03-17 20:42:44,u003,a.kumar,Operations,WIN-019,185.10.0.11,Singapore,Success,Password
A001334,2026-02-23 13:59:10,u002,j.smith,Finance,WIN-010,10.10.0.54,India,Success,SSO
A001335,2026-05-02 19:19:08,u001,admin.ops,IT,WIN-019,10.10.0.176,India,Success,SSO
A001336,2026-06-30 22:08:12,u003,a.kumar,Operations,WIN-031,10.10.0.115,India,Success,SSO
A001337,2026-05-06 04:26:50,u001,admin.ops,IT,WIN-019,10.10.0.7,India,Success,Password
A001338,2026-06-12 03:08:14,u009,k.mehta,Engineering,WIN-022,10.10.0.89,India,Success,SSO
A001339,2026-05-06 10:49:00,u006,s.rao,Sales,WIN-032,10.10.0.180,India,Failure,SSO
A001340,2026-06-13 11:34:30,u009,k.mehta,Engineering,WIN-029,10.10.0.147,India,Failure,Password
A001341,2026-06-24 10:17:49,u005,r.verma,Engineering,WIN-011,10.10.0.60,India,Success,MFA
A001342,2026-03-14 05:11:25,u005,r.verma,Engineering,WIN-004,10.10.0.74,India,Success,MFA
A001343,2026-02-02 07:18:29,u010,svc_backup,IT,WIN-011,10.10.0.75,India,Success,Password
A001344,2026-02-04 01:14:01,u012,d.patel,Operations,WIN-010,10.10.0.31,India,Success,Password
A001345,2026-03-03 11:35:00,u010,svc_backup,IT,WIN-009,10.10.0.96,India,Success,Password
A001346,2026-02-09 20:05:35,u009,k.mehta,Engineering,WIN-003,10.10.0.90,India,Success,Password
A001347,2026-03-14 09:54:34,u008,n.gupta,Finance,WIN-035,185.10.0.70,UK,Success,Password
A001348,2026-06-28 17:31:59,u001,admin.ops,IT,WIN-026,185.10.0.100,Germany,Success,MFA
A001349,2026-06-30 03:54:50,u006,s.rao,Sales,WIN-010,10.10.0.191,India,Success,SSO
A001350,2026-04-09 12:41:50,u006,s.rao,Sales,WIN-019,10.10.0.76,India,Failure,SSO
A001351,2026-05-10 11:55:19,u003,a.kumar,Operations,WIN-037,10.10.0.115,India,Success,MFA
A001352,2026-05-14 19:39:27,u002,j.smith,Finance,WIN-031,185.10.0.19,UAE,Success,Password
A001353,2026-03-01 19:46:01,u001,admin.ops,IT,WIN-026,10.10.0.58,India,Success,MFA
A001354,2026-03-11 09:34:28,u002,j.smith,Finance,WIN-021,10.10.0.166,India,Success,Password
A001355,2026-04-24 06:59:15,u009,k.mehta,Engineering,WIN-015,10.10.0.198,India,Success,MFA
A001356,2026-02-08 00:06:04,u001,admin.ops,IT,WIN-006,10.10.0.116,India,Success,SSO
A001357,2026-05-11 09:41:09,u002,j.smith,Finance,WIN-033,10.10.0.127,India,Success,MFA
A001358,2026-04-28 02:59:04,u010,svc_backup,IT,WIN-033,185.10.0.118,UK,Success,MFA
A001359,2026-01-29 17:28:40,u012,d.patel,Operations,WIN-028,10.10.0.97,India,Success,Password
A001360,2026-02-25 06:34:00,u006,s.rao,Sales,WIN-023,10.10.0.116,India,Success,SSO
A001361,2026-01-18 00:14:21,u004,m.sharma,HR,WIN-029,10.10.0.108,India,Success,MFA
A001362,2026-02-26 01:07:55,u003,a.kumar,Operations,WIN-028,10.10.0.108,India,Success,Password
A001363,2026-06-12 05:45:57,u010,svc_backup,IT,WIN-039,10.10.0.55,India,Success,MFA
A001364,2026-04-03 03:51:26,u009,k.mehta,Engineering,WIN-022,10.10.0.153,India,Success,MFA
A001365,2026-01-18 04:11:55,u001,admin.ops,IT,WIN-027,10.10.0.71,India,Success,MFA
A001366,2026-02-03 23:03:37,u009,k.mehta,Engineering,WIN-030,10.10.0.195,India,Success,Password
A001367,2026-02-08 16:36:27,u003,a.kumar,Operations,WIN-025,10.10.0.127,India,Success,Password
A001368,2026-06-09 18:31:20,u005,r.verma,Engineering,WIN-038,10.10.0.145,India,Success,SSO
A001369,2026-03-31 23:50:31,u004,m.sharma,HR,WIN-002,10.10.0.41,India,Success,MFA
A001370,2026-02-28 06:53:26,u011,svc_app,IT,WIN-031,10.10.0.172,India,Success,MFA
A001371,2026-03-23 00:05:29,u003,a.kumar,Operations,WIN-032,185.10.0.84,Germany,Success,Password
A001372,2026-01-24 04:13:58,u005,r.verma,Engineering,WIN-032,185.10.0.10,UAE,Success,SSO
A001373,2026-03-12 05:55:17,u010,svc_backup,IT,WIN-031,10.10.0.68,India,Success,SSO
A001374,2026-05-14 04:35:07,u008,n.gupta,Finance,WIN-008,10.10.0.189,India,Success,SSO
A001375,2026-01-04 09:45:57,u005,r.verma,Engineering,WIN-011,10.10.0.39,India,Success,MFA
A001376,2026-03-31 12:37:14,u012,d.patel,Operations,WIN-009,10.10.0.15,India,Success,MFA
A001377,2026-03-12 03:08:37,u007,p.singh,Operations,WIN-023,10.10.0.76,India,Success,SSO
A001378,2026-05-05 01:42:23,u002,j.smith,Finance,WIN-033,10.10.0.162,India,Success,Password
A001379,2026-05-29 11:42:38,u002,j.smith,Finance,WIN-039,10.10.0.141,India,Success,MFA
A001380,2026-06-19 09:52:46,u006,s.rao,Sales,WIN-020,10.10.0.180,India,Success,SSO
A001381,2026-03-12 09:28:41,u002,j.smith,Finance,WIN-035,10.10.0.38,India,Success,Password
A001382,2026-01-27 14:13:50,u009,k.mehta,Engineering,WIN-019,10.10.0.126,India,Success,MFA
A001383,2026-03-08 01:58:26,u003,a.kumar,Operations,WIN-007,10.10.0.130,India,Success,Password
A001384,2026-06-11 11:24:49,u004,m.sharma,HR,WIN-036,10.10.0.136,India,Success,SSO
A001385,2026-05-19 08:42:37,u009,k.mehta,Engineering,WIN-008,10.10.0.21,India,Success,Password
A001386,2026-06-09 00:05:35,u003,a.kumar,Operations,WIN-002,10.10.0.81,India,Success,SSO
A001387,2026-03-12 09:41:31,u003,a.kumar,Operations,WIN-029,185.10.0.78,UAE,Success,MFA
A001388,2026-02-03 10:32:36,u012,d.patel,Operations,WIN-020,10.10.0.32,India,Success,Password
A001389,2026-01-25 23:51:10,u012,d.patel,Operations,WIN-010,10.10.0.80,India,Success,Password
A001390,2026-02-10 17:55:47,u003,a.kumar,Operations,WIN-006,10.10.0.197,India,Success,Password
A001391,2026-01-16 02:16:21,u001,admin.ops,IT,WIN-031,10.10.0.12,India,Success,Password
A001392,2026-01-21 22:27:55,u001,admin.ops,IT,WIN-033,10.10.0.122,India,Failure,Password
A001393,2026-06-26 10:03:12,u005,r.verma,Engineering,WIN-003,10.10.0.172,India,Success,Password
A001394,2026-05-27 12:27:32,u002,j.smith,Finance,WIN-008,185.10.0.28,UAE,Success,Password
A001395,2026-02-05 21:08:44,u011,svc_app,IT,WIN-023,10.10.0.39,India,Success,SSO
A001396,2026-02-23 20:39:51,u010,svc_backup,IT,WIN-023,10.10.0.130,India,Success,SSO
A001397,2026-04-30 00:35:02,u004,m.sharma,HR,WIN-033,10.10.0.27,India,Success,SSO
A001398,2026-05-29 04:58:30,u001,admin.ops,IT,WIN-034,10.10.0.51,India,Success,MFA
A001399,2026-02-03 08:31:20,u009,k.mehta,Engineering,WIN-001,185.10.0.14,Germany,Success,SSO
A001400,2026-06-15 07:19:50,u012,d.patel,Operations,WIN-031,10.10.0.152,India,Success,Password
A001401,2026-03-27 08:59:28,u011,svc_app,IT,WIN-007,10.10.0.92,India,Success,MFA
A001402,2026-03-24 08:24:40,u004,m.sharma,HR,WIN-033,10.10.0.30,India,Success,MFA
A001403,2026-01-25 00:05:22,u008,n.gupta,Finance,WIN-008,10.10.0.128,India,Failure,MFA
A001404,2026-05-17 20:17:02,u005,r.verma,Engineering,WIN-036,10.10.0.23,India,Success,MFA
A001405,2026-04-06 20:52:06,u002,j.smith,Finance,WIN-025,10.10.0.155,India,Success,SSO
A001406,2026-03-02 14:03:27,u011,svc_app,IT,WIN-029,10.10.0.106,India,Success,MFA
A001407,2026-06-16 02:17:34,u007,p.singh,Operations,WIN-013,10.10.0.123,India,Success,SSO
A001408,2026-03-13 08:24:03,u003,a.kumar,Operations,WIN-001,185.10.0.64,Singapore,Success,MFA
A001409,2026-03-27 01:29:59,u009,k.mehta,Engineering,WIN-006,10.10.0.103,India,Success,MFA
A001410,2026-05-15 23:06:27,u010,svc_backup,IT,WIN-007,10.10.0.45,India,Success,Password
A001411,2026-03-12 15:00:41,u004,m.sharma,HR,WIN-022,10.10.0.105,India,Success,Password
A001412,2026-02-15 05:15:04,u007,p.singh,Operations,WIN-032,10.10.0.184,India,Success,SSO
A001413,2026-04-26 06:36:33,u005,r.verma,Engineering,WIN-026,10.10.0.172,India,Success,SSO
A001414,2026-03-20 12:50:37,u008,n.gupta,Finance,WIN-033,10.10.0.198,India,Failure,MFA
A001415,2026-01-21 23:29:14,u002,j.smith,Finance,WIN-017,10.10.0.61,India,Success,SSO
A001416,2026-01-27 03:19:13,u001,admin.ops,IT,WIN-007,10.10.0.19,India,Success,MFA
A001417,2026-05-12 16:12:35,u001,admin.ops,IT,WIN-012,10.10.0.175,India,Failure,MFA
A001418,2026-01-30 15:48:15,u005,r.verma,Engineering,WIN-040,10.10.0.196,India,Success,Password
A001419,2026-05-09 08:51:32,u009,k.mehta,Engineering,WIN-032,10.10.0.53,India,Success,MFA
A001420,2026-05-09 13:34:41,u008,n.gupta,Finance,WIN-032,10.10.0.140,India,Success,MFA
A001421,2026-06-07 04:27:27,u009,k.mehta,Engineering,WIN-035,10.10.0.197,India,Success,Password
A001422,2026-03-25 13:50:21,u002,j.smith,Finance,WIN-025,10.10.0.98,India,Success,MFA
A001423,2026-03-31 06:09:12,u001,admin.ops,IT,WIN-003,10.10.0.170,India,Failure,MFA
A001424,2026-06-21 19:00:06,u012,d.patel,Operations,WIN-011,10.10.0.36,India,Success,MFA
A001425,2026-05-19 23:30:42,u007,p.singh,Operations,WIN-032,10.10.0.147,India,Success,SSO
A001426,2026-04-06 06:08:45,u011,svc_app,IT,WIN-036,10.10.0.148,India,Success,MFA
A001427,2026-04-03 09:54:22,u009,k.mehta,Engineering,WIN-011,10.10.0.102,India,Failure,MFA
A001428,2026-04-07 01:25:39,u010,svc_backup,IT,WIN-025,10.10.0.92,India,Success,MFA
A001429,2026-03-04 05:33:28,u001,admin.ops,IT,WIN-002,10.10.0.34,India,Success,MFA
A001430,2026-03-09 17:53:01,u012,d.patel,Operations,WIN-038,10.10.0.162,India,Success,MFA
A001431,2026-03-15 21:36:01,u002,j.smith,Finance,WIN-028,10.10.0.93,India,Success,MFA
A001432,2026-03-10 05:02:00,u001,admin.ops,IT,WIN-016,10.10.0.167,India,Success,MFA
A001433,2026-04-26 01:23:51,u002,j.smith,Finance,WIN-005,10.10.0.31,India,Success,MFA
A001434,2026-02-02 23:13:43,u001,admin.ops,IT,WIN-035,10.10.0.119,India,Success,SSO
A001435,2026-06-17 15:35:20,u007,p.singh,Operations,WIN-037,10.10.0.109,India,Success,MFA
A001436,2026-01-04 23:04:53,u012,d.patel,Operations,WIN-031,10.10.0.83,India,Failure,MFA
A001437,2026-04-21 18:02:24,u007,p.singh,Operations,WIN-021,10.10.0.127,India,Success,Password
A001438,2026-05-15 03:39:33,u011,svc_app,IT,WIN-014,10.10.0.130,India,Success,SSO
A001439,2026-03-07 22:22:06,u003,a.kumar,Operations,WIN-040,10.10.0.113,India,Success,Password
A001440,2026-04-07 11:57:46,u011,svc_app,IT,WIN-005,10.10.0.139,India,Success,Password
A001441,2026-02-25 19:10:26,u005,r.verma,Engineering,WIN-004,10.10.0.148,India,Success,MFA
A001442,2026-06-06 05:43:18,u004,m.sharma,HR,WIN-040,10.10.0.25,India,Success,SSO
A001443,2026-06-13 22:11:45,u010,svc_backup,IT,WIN-007,10.10.0.71,India,Success,Password
A001444,2026-04-20 23:44:49,u009,k.mehta,Engineering,WIN-031,10.10.0.90,India,Success,Password
A001445,2026-05-07 12:22:53,u005,r.verma,Engineering,WIN-033,10.10.0.112,India,Success,SSO
A001446,2026-04-15 20:20:17,u006,s.rao,Sales,WIN-013,10.10.0.66,India,Success,SSO
A001447,2026-04-11 01:47:40,u008,n.gupta,Finance,WIN-036,10.10.0.6,India,Success,SSO
A001448,2026-05-17 13:45:46,u009,k.mehta,Engineering,WIN-012,10.10.0.56,India,Success,SSO
A001449,2026-06-09 23:41:22,u012,d.patel,Operations,WIN-030,10.10.0.165,India,Success,SSO
A001450,2026-06-07 01:54:11,u010,svc_backup,IT,WIN-028,185.10.0.95,Singapore,Success,SSO
A001451,2026-02-08 23:05:15,u006,s.rao,Sales,WIN-030,10.10.0.40,India,Success,SSO
A001452,2026-05-14 01:45:37,u005,r.verma,Engineering,WIN-028,10.10.0.18,India,Success,SSO
A001453,2026-02-09 12:38:57,u007,p.singh,Operations,WIN-018,10.10.0.167,India,Success,Password
A001454,2026-02-19 19:07:40,u011,svc_app,IT,WIN-039,10.10.0.63,India,Success,Password
A001455,2026-01-30 02:52:29,u004,m.sharma,HR,WIN-002,10.10.0.81,India,Failure,MFA
A001456,2026-04-05 06:02:44,u009,k.mehta,Engineering,WIN-028,10.10.0.11,India,Success,Password
A001457,2026-01-31 22:39:51,u005,r.verma,Engineering,WIN-009,10.10.0.73,India,Success,SSO
A001458,2026-04-17 22:28:35,u003,a.kumar,Operations,WIN-003,185.10.0.64,Singapore,Success,Password
A001459,2026-06-16 21:57:06,u002,j.smith,Finance,WIN-021,10.10.0.18,India,Success,MFA
A001460,2026-06-24 03:15:58,u006,s.rao,Sales,WIN-006,10.10.0.187,India,Success,Password
A001461,2026-02-15 20:01:53,u002,j.smith,Finance,WIN-037,10.10.0.32,India,Success,SSO
A001462,2026-05-09 23:28:34,u010,svc_backup,IT,WIN-034,10.10.0.25,India,Success,Password
A001463,2026-04-27 11:22:11,u002,j.smith,Finance,WIN-021,10.10.0.151,India,Success,SSO
A001464,2026-03-17 17:18:06,u012,d.patel,Operations,WIN-016,185.10.0.29,Germany,Success,Password
A001465,2026-02-04 00:16:40,u004,m.sharma,HR,WIN-018,10.10.0.67,India,Success,SSO
A001466,2026-01-11 20:37:52,u008,n.gupta,Finance,WIN-035,10.10.0.30,India,Failure,MFA
A001467,2026-04-16 23:21:22,u007,p.singh,Operations,WIN-031,10.10.0.73,India,Success,Password
A001468,2026-03-12 11:41:36,u008,n.gupta,Finance,WIN-024,10.10.0.7,India,Success,SSO
A001469,2026-06-25 18:40:29,u010,svc_backup,IT,WIN-003,10.10.0.171,India,Success,Password
A001470,2026-05-15 02:48:48,u011,svc_app,IT,WIN-016,10.10.0.100,India,Success,MFA
A001471,2026-05-05 01:43:06,u012,d.patel,Operations,WIN-024,185.10.0.89,Singapore,Success,SSO
A001472,2026-06-18 08:17:36,u004,m.sharma,HR,WIN-029,10.10.0.102,India,Success,MFA
A001473,2026-02-28 10:14:25,u002,j.smith,Finance,WIN-016,10.10.0.43,India,Success,MFA
A001474,2026-05-03 14:19:00,u006,s.rao,Sales,WIN-027,10.10.0.72,India,Success,Password
A001475,2026-06-09 20:22:46,u008,n.gupta,Finance,WIN-031,10.10.0.87,India,Success,SSO
A001476,2026-03-24 00:22:05,u002,j.smith,Finance,WIN-011,10.10.0.131,India,Success,Password
A001477,2026-03-10 07:46:09,u007,p.singh,Operations,WIN-039,10.10.0.142,India,Success,SSO
A001478,2026-03-05 10:51:03,u008,n.gupta,Finance,WIN-002,10.10.0.166,India,Success,SSO
A001479,2026-02-05 16:17:19,u011,svc_app,IT,WIN-029,10.10.0.36,India,Success,Password
A001480,2026-03-19 19:13:10,u004,m.sharma,HR,WIN-020,10.10.0.23,India,Success,Password
A001481,2026-01-31 15:30:21,u004,m.sharma,HR,WIN-034,10.10.0.198,India,Success,SSO
