event_id,timestamp,source_ip,destination_ip,protocol,destination_port,action,bytes_out
F003672,2026-01-23 16:20:28,10.10.0.45,10.10.0.37,TCP,8080,ALLOW,113866
F003673,2026-04-02 16:38:06,10.10.0.97,185.10.0.34,TCP,443,ALLOW,467421
F003674,2026-06-25 05:06:19,10.10.0.183,10.10.0.96,TCP,22,ALLOW,43285
F003675,2026-03-23 13:20:12,10.10.0.26,10.10.0.59,TCP,3306,ALLOW,29205
F003676,2026-03-26 09:59:50,10.10.0.143,185.10.0.114,TCP,3389,ALLOW,37908
F003677,2026-04-30 03:33:58,10.10.0.179,185.10.0.42,TCP,445,DENY,55582
F003678,2026-02-02 18:34:32,10.10.0.185,10.10.0.101,UDP,443,ALLOW,30042
F003679,2026-02-01 01:37:14,10.10.0.63,10.10.0.165,UDP,1433,ALLOW,176820
F003680,2026-05-13 08:29:53,10.10.0.97,185.10.0.107,TCP,8080,ALLOW,78975
F003681,2026-06-05 16:28:12,10.10.0.144,10.10.0.111,UDP,1433,DENY,47610
F003682,2026-03-17 23:30:02,10.10.0.17,185.10.0.32,TCP,445,ALLOW,29318
F003683,2026-03-18 07:58:20,10.10.0.193,185.10.0.114,TCP,1433,DENY,11149
F003684,2026-03-03 12:25:35,10.10.0.85,10.10.0.167,TCP,8080,DENY,67882
F003685,2026-02-07 13:49:08,10.10.0.157,185.10.0.21,UDP,22,ALLOW,85250
F003686,2026-04-02 17:52:29,10.10.0.167,10.10.0.167,TCP,53,ALLOW,18125
F003687,2026-02-26 08:51:56,10.10.0.49,10.10.0.139,UDP,80,ALLOW,170101
F003688,2026-04-19 01:23:11,10.10.0.68,185.10.0.3,TCP,3389,ALLOW,36944
F003689,2026-02-08 20:57:43,10.10.0.64,10.10.0.175,TCP,8443,ALLOW,87286
F003690,2026-03-28 22:51:51,10.10.0.112,185.10.0.82,TCP,3389,DENY,60701
F003691,2026-04-09 14:28:10,10.10.0.71,185.10.0.104,UDP,3306,ALLOW,13329
F003692,2026-01-05 06:25:53,10.10.0.135,10.10.0.140,UDP,8443,ALLOW,364977
F003693,2026-01-29 16:08:34,10.10.0.122,185.10.0.116,TCP,8443,ALLOW,36191
F003694,2026-04-10 06:00:29,10.10.0.8,185.10.0.119,UDP,80,ALLOW,23335
F003695,2026-03-30 17:56:17,10.10.0.192,10.10.0.39,TCP,445,ALLOW,62620
F003696,2026-01-05 17:30:37,10.10.0.177,10.10.0.147,UDP,8080,ALLOW,284991
F003697,2026-01-11 04:50:46,10.10.0.137,185.10.0.56,TCP,3306,DENY,10447
F003698,2026-04-03 02:51:14,10.10.0.62,185.10.0.23,UDP,53,ALLOW,92141
F003699,2026-03-29 09:14:45,10.10.0.193,10.10.0.177,UDP,80,DENY,27689
F003700,2026-06-22 00:50:08,10.10.0.95,10.10.0.84,UDP,53,ALLOW,109953
F003701,2026-02-26 18:47:51,10.10.0.44,10.10.0.19,TCP,53,ALLOW,100696
F003702,2026-05-23 18:01:25,10.10.0.134,10.10.0.27,TCP,1433,ALLOW,6589
F003703,2026-05-31 05:07:41,10.10.0.177,185.10.0.111,UDP,3389,ALLOW,25904
F003704,2026-05-03 09:56:02,10.10.0.145,10.10.0.165,TCP,80,ALLOW,14051
F003705,2026-05-23 02:57:02,10.10.0.22,10.10.0.72,UDP,53,ALLOW,137659
F003706,2026-04-22 22:53:11,10.10.0.81,185.10.0.18,TCP,443,ALLOW,65885
F003707,2026-02-18 00:23:25,10.10.0.145,10.10.0.56,UDP,8443,ALLOW,155975
F003708,2026-01-29 15:26:14,10.10.0.114,185.10.0.17,TCP,3306,ALLOW,101429
F003709,2026-01-20 15:55:35,10.10.0.121,185.10.0.41,UDP,22,DENY,19136
F003710,2026-05-01 17:07:26,10.10.0.166,10.10.0.28,TCP,3389,ALLOW,17837
F003711,2026-06-26 07:01:24,10.10.0.52,185.10.0.41,TCP,22,DENY,55666
F003712,2026-04-27 09:31:32,10.10.0.164,10.10.0.122,TCP,8080,DENY,566762
F003713,2026-04-28 03:16:02,10.10.0.198,185.10.0.114,UDP,1433,ALLOW,30341
F003714,2026-05-23 15:29:01,10.10.0.88,10.10.0.34,TCP,445,ALLOW,56148
F003715,2026-03-21 05:18:45,10.10.0.66,185.10.0.22,UDP,80,DENY,94559
F003716,2026-05-19 11:02:51,10.10.0.180,185.10.0.94,UDP,22,ALLOW,36929
F003717,2026-03-02 14:15:11,10.10.0.185,10.10.0.176,TCP,80,ALLOW,583421
F003718,2026-04-25 09:12:48,10.10.0.12,185.10.0.100,UDP,80,ALLOW,24959
F003719,2026-04-03 01:55:44,10.10.0.33,10.10.0.97,UDP,3389,DENY,9952
F003720,2026-01-03 04:36:31,10.10.0.77,185.10.0.55,TCP,8080,DENY,98706
F003721,2026-04-09 12:16:56,10.10.0.170,10.10.0.128,UDP,22,ALLOW,13819
F003722,2026-02-17 22:43:34,10.10.0.86,10.10.0.144,TCP,8080,DENY,26588
F003723,2026-01-03 23:42:38,10.10.0.192,185.10.0.51,UDP,3306,ALLOW,52544
F003724,2026-05-17 22:12:37,10.10.0.67,10.10.0.32,UDP,8443,ALLOW,29380
F003725,2026-04-11 05:06:39,10.10.0.91,10.10.0.197,UDP,445,ALLOW,46039
F003726,2026-06-12 11:16:38,10.10.0.195,185.10.0.106,UDP,80,ALLOW,42391
F003727,2026-06-04 06:03:17,10.10.0.88,185.10.0.97,TCP,443,DENY,385851
F003728,2026-02-19 04:49:17,10.10.0.138,185.10.0.59,UDP,8080,ALLOW,70426
F003729,2026-03-01 20:51:44,10.10.0.106,185.10.0.81,TCP,22,ALLOW,34265
F003730,2026-01-25 08:34:51,10.10.0.47,10.10.0.9,UDP,3306,ALLOW,19801
F003731,2026-03-23 22:18:59,10.10.0.72,10.10.0.201,TCP,3389,DENY,20706
F003732,2026-01-14 08:54:09,10.10.0.183,185.10.0.56,UDP,3389,ALLOW,3713
F003733,2026-04-20 19:37:31,10.10.0.109,10.10.0.70,UDP,8443,ALLOW,213195
F003734,2026-01-25 18:58:31,10.10.0.57,10.10.0.120,TCP,445,ALLOW,32354
F003735,2026-06-23 14:54:30,10.10.0.41,185.10.0.81,UDP,443,ALLOW,78708
F003736,2026-06-09 12:22:55,10.10.0.62,185.10.0.42,TCP,22,ALLOW,39702
F003737,2026-03-31 13:41:29,10.10.0.89,10.10.0.97,UDP,8080,ALLOW,59733
F003738,2026-04-10 13:11:02,10.10.0.97,185.10.0.46,TCP,3389,ALLOW,10820
F003739,2026-04-26 22:43:12,10.10.0.18,10.10.0.197,TCP,3306,DENY,110283
F003740,2026-02-06 15:52:53,10.10.0.161,10.10.0.136,TCP,8080,ALLOW,6293
F003741,2026-02-15 15:46:29,10.10.0.34,185.10.0.49,UDP,8080,ALLOW,29841
F003742,2026-06-08 13:27:53,10.10.0.24,10.10.0.194,UDP,443,ALLOW,62833
F003743,2026-04-12 15:37:55,10.10.0.28,10.10.0.63,TCP,8443,ALLOW,69453
F003744,2026-05-31 00:49:56,10.10.0.201,10.10.0.78,TCP,3389,ALLOW,21607
F003745,2026-02-03 21:01:37,10.10.0.85,185.10.0.48,TCP,445,ALLOW,5802
F003746,2026-06-17 04:24:53,10.10.0.91,10.10.0.108,UDP,80,ALLOW,71042
F003747,2026-03-26 01:44:25,10.10.0.164,10.10.0.28,TCP,8080,ALLOW,21618
F003748,2026-04-28 13:10:53,10.10.0.133,10.10.0.57,TCP,1433,ALLOW,68287
F003749,2026-04-13 05:53:19,10.10.0.86,10.10.0.181,TCP,445,ALLOW,37973
F003750,2026-01-07 19:39:36,10.10.0.200,185.10.0.2,TCP,22,ALLOW,6877
F003751,2026-04-29 11:53:25,10.10.0.162,185.10.0.4,TCP,22,ALLOW,95055
F003752,2026-05-17 23:24:46,10.10.0.126,185.10.0.82,UDP,3306,ALLOW,10911
F003753,2026-04-22 23:30:12,10.10.0.198,10.10.0.111,TCP,3389,DENY,17621
F003754,2026-03-19 22:03:24,10.10.0.27,185.10.0.51,TCP,8443,ALLOW,190175
F003755,2026-02-09 18:50:53,10.10.0.132,10.10.0.70,UDP,22,DENY,37807
F003756,2026-03-10 05:48:48,10.10.0.20,10.10.0.59,UDP,443,ALLOW,21895
F003757,2026-04-19 15:25:25,10.10.0.200,185.10.0.22,UDP,3389,ALLOW,688340
F003758,2026-04-25 18:43:39,10.10.0.109,185.10.0.87,TCP,53,ALLOW,9869
F003759,2026-02-17 07:18:15,10.10.0.49,10.10.0.33,TCP,80,DENY,149718
F003760,2026-02-20 07:22:38,10.10.0.2,10.10.0.52,TCP,8443,ALLOW,44958
F003761,2026-05-12 20:06:17,10.10.0.43,185.10.0.88,UDP,53,ALLOW,4289
F003762,2026-04-29 23:44:35,10.10.0.178,10.10.0.166,TCP,445,ALLOW,27292
F003763,2026-01-13 12:39:22,10.10.0.38,10.10.0.135,UDP,8080,ALLOW,334115
F003764,2026-02-18 14:06:41,10.10.0.4,10.10.0.4,UDP,3306,ALLOW,133829
F003765,2026-01-02 05:59:34,10.10.0.78,10.10.0.126,TCP,8443,ALLOW,11144
F003766,2026-06-18 13:19:05,10.10.0.74,10.10.0.37,UDP,53,ALLOW,52007
F003767,2026-04-13 16:12:47,10.10.0.121,10.10.0.116,TCP,8080,ALLOW,33946
F003768,2026-06-20 08:35:59,10.10.0.107,10.10.0.120,TCP,445,ALLOW,32456
F003769,2026-03-14 01:32:02,10.10.0.22,10.10.0.105,TCP,22,ALLOW,19819
F003770,2026-03-09 20:26:50,10.10.0.120,10.10.0.97,UDP,443,ALLOW,44973
F003771,2026-02-10 00:16:15,10.10.0.49,185.10.0.33,TCP,3306,DENY,16395
F003772,2026-04-09 14:16:03,10.10.0.45,10.10.0.118,TCP,443,DENY,119435
F003773,2026-03-21 09:47:04,10.10.0.126,10.10.0.62,TCP,8080,ALLOW,32212
F003774,2026-04-27 01:52:53,10.10.0.150,185.10.0.14,TCP,1433,ALLOW,133525
F003775,2026-05-08 23:51:01,10.10.0.121,10.10.0.172,TCP,445,ALLOW,18727
F003776,2026-02-25 18:23:23,10.10.0.77,10.10.0.68,TCP,443,ALLOW,18498
F003777,2026-03-08 19:29:46,10.10.0.41,10.10.0.52,UDP,3389,DENY,34855
F003778,2026-01-10 11:47:01,10.10.0.38,10.10.0.113,UDP,80,ALLOW,15773
F003779,2026-06-21 09:26:35,10.10.0.128,10.10.0.158,UDP,8080,ALLOW,31483
F003780,2026-04-21 05:39:01,10.10.0.35,185.10.0.54,UDP,53,ALLOW,16739
F003781,2026-03-10 19:18:56,10.10.0.190,10.10.0.38,UDP,443,ALLOW,57764
F003782,2026-01-11 12:49:37,10.10.0.55,10.10.0.181,UDP,3306,ALLOW,12901
F003783,2026-06-22 09:02:33,10.10.0.155,185.10.0.36,TCP,1433,ALLOW,102497
F003784,2026-04-19 12:20:04,10.10.0.128,185.10.0.61,TCP,445,ALLOW,39679
F003785,2026-03-30 22:12:05,10.10.0.133,185.10.0.16,TCP,8443,ALLOW,26923
F003786,2026-04-30 14:06:42,10.10.0.198,10.10.0.112,TCP,8080,ALLOW,9358
F003787,2026-04-21 21:19:27,10.10.0.79,185.10.0.106,UDP,3306,ALLOW,8071
F003788,2026-06-07 07:18:28,10.10.0.127,10.10.0.96,TCP,22,ALLOW,304756
F003789,2026-01-10 23:21:00,10.10.0.54,10.10.0.164,TCP,80,ALLOW,66428
F003790,2026-01-13 00:01:01,10.10.0.79,185.10.0.78,TCP,53,DENY,62334
F003791,2026-06-11 08:50:46,10.10.0.68,185.10.0.15,TCP,1433,ALLOW,17260
F003792,2026-02-17 01:39:29,10.10.0.138,185.10.0.102,TCP,443,ALLOW,77527
F003793,2026-01-15 06:07:57,10.10.0.56,185.10.0.70,TCP,8080,DENY,34831
F003794,2026-05-14 02:22:03,10.10.0.170,10.10.0.149,TCP,3306,ALLOW,25840
F003795,2026-02-11 18:51:29,10.10.0.84,10.10.0.70,TCP,445,ALLOW,9614
F003796,2026-04-05 16:36:20,10.10.0.193,10.10.0.59,UDP,22,ALLOW,57317
F003797,2026-01-20 07:30:10,10.10.0.120,185.10.0.5,UDP,80,ALLOW,352266
F003798,2026-06-12 15:57:30,10.10.0.181,10.10.0.55,TCP,22,ALLOW,187711
F003799,2026-05-07 04:15:40,10.10.0.3,10.10.0.38,UDP,8080,ALLOW,110862
F003800,2026-06-12 22:23:04,10.10.0.12,10.10.0.138,TCP,22,DENY,10318
F003801,2026-04-30 03:23:12,10.10.0.180,185.10.0.41,TCP,8080,ALLOW,9973
F003802,2026-01-23 09:41:39,10.10.0.30,185.10.0.72,TCP,1433,ALLOW,84737
F003803,2026-03-26 19:20:35,10.10.0.158,10.10.0.20,TCP,445,ALLOW,44107
F003804,2026-06-13 15:31:34,10.10.0.130,185.10.0.103,TCP,53,ALLOW,25909
F003805,2026-03-01 00:56:16,10.10.0.167,185.10.0.64,TCP,80,ALLOW,20474
F003806,2026-04-29 03:53:50,10.10.0.149,10.10.0.59,TCP,80,ALLOW,3449
F003807,2026-03-14 23:09:54,10.10.0.39,10.10.0.131,TCP,445,DENY,76241
F003808,2026-04-13 13:17:56,10.10.0.82,10.10.0.12,UDP,53,ALLOW,41928
F003809,2026-06-01 11:12:20,10.10.0.109,10.10.0.151,UDP,53,ALLOW,15426
F003810,2026-06-09 13:53:33,10.10.0.6,185.10.0.111,UDP,3306,ALLOW,264744
F003811,2026-04-07 00:26:50,10.10.0.191,10.10.0.171,TCP,8080,ALLOW,10760
F003812,2026-01-15 08:47:05,10.10.0.167,10.10.0.119,TCP,445,ALLOW,9698
F003813,2026-01-15 22:31:44,10.10.0.88,10.10.0.116,TCP,80,ALLOW,28984
F003814,2026-06-13 18:53:27,10.10.0.26,10.10.0.134,TCP,3306,ALLOW,60841
F003815,2026-04-28 09:14:39,10.10.0.36,185.10.0.66,TCP,80,ALLOW,180007
F003816,2026-02-10 08:32:37,10.10.0.95,185.10.0.114,TCP,8080,ALLOW,50006
F003817,2026-02-23 20:25:57,10.10.0.184,185.10.0.46,UDP,80,DENY,96092
F003818,2026-02-02 07:06:51,10.10.0.188,10.10.0.140,TCP,8443,ALLOW,111926
F003819,2026-06-23 21:23:46,10.10.0.154,10.10.0.121,TCP,3306,ALLOW,126192
F003820,2026-03-23 16:11:04,10.10.0.83,10.10.0.87,UDP,8443,ALLOW,50134
F003821,2026-06-16 10:46:19,10.10.0.193,10.10.0.103,UDP,22,ALLOW,50057
F003822,2026-05-17 05:15:09,10.10.0.36,10.10.0.131,TCP,22,ALLOW,18800
F003823,2026-03-18 21:30:02,10.10.0.75,185.10.0.70,TCP,22,ALLOW,33156
F003824,2026-06-21 20:21:18,10.10.0.178,10.10.0.86,UDP,3389,ALLOW,22739
F003825,2026-01-02 18:54:08,10.10.0.112,10.10.0.139,UDP,8080,ALLOW,61171
F003826,2026-03-24 00:52:26,10.10.0.95,10.10.0.35,TCP,8443,ALLOW,156704
F003827,2026-04-05 00:12:57,10.10.0.192,185.10.0.57,TCP,3389,ALLOW,22753
F003828,2026-01-31 11:52:12,10.10.0.149,10.10.0.59,TCP,80,ALLOW,87407
F003829,2026-05-04 12:40:08,10.10.0.100,10.10.0.168,UDP,3389,DENY,9272
F003830,2026-02-26 20:00:38,10.10.0.68,10.10.0.57,TCP,445,DENY,96377
F003831,2026-01-01 20:33:36,10.10.0.9,10.10.0.39,TCP,3389,ALLOW,13410
F003832,2026-02-12 11:24:42,10.10.0.145,10.10.0.95,TCP,445,ALLOW,384323
F003833,2026-02-16 05:17:06,10.10.0.14,185.10.0.101,TCP,80,ALLOW,78859
F003834,2026-05-11 17:42:19,10.10.0.131,10.10.0.116,TCP,445,ALLOW,101688
F003835,2026-03-16 23:43:57,10.10.0.71,10.10.0.155,UDP,3389,ALLOW,143085
F003836,2026-03-24 10:58:08,10.10.0.53,10.10.0.13,TCP,3306,ALLOW,24008
F003837,2026-03-15 13:37:59,10.10.0.111,185.10.0.94,TCP,3389,ALLOW,35620
F003838,2026-06-30 23:19:13,10.10.0.193,10.10.0.148,UDP,3306,DENY,2564
F003839,2026-01-04 16:05:13,10.10.0.102,185.10.0.10,UDP,445,DENY,20808
F003840,2026-03-21 05:33:45,10.10.0.96,10.10.0.36,UDP,3389,ALLOW,20652
F003841,2026-01-19 06:10:00,10.10.0.126,185.10.0.97,TCP,80,ALLOW,5187
F003842,2026-01-10 18:28:14,10.10.0.5,10.10.0.72,TCP,1433,ALLOW,48659
F003843,2026-06-03 12:24:32,10.10.0.73,185.10.0.97,UDP,80,ALLOW,40337
F003844,2026-06-06 12:28:40,10.10.0.77,10.10.0.171,TCP,3389,DENY,4291
F003845,2026-04-03 07:06:31,10.10.0.81,10.10.0.89,TCP,3306,ALLOW,76462
F003846,2026-06-19 07:18:10,10.10.0.141,10.10.0.12,UDP,443,DENY,29162
F003847,2026-04-23 17:23:23,10.10.0.177,10.10.0.142,TCP,445,ALLOW,19091
F003848,2026-01-11 04:02:02,10.10.0.4,10.10.0.35,UDP,22,ALLOW,49532
F003849,2026-03-26 03:46:50,10.10.0.137,185.10.0.97,UDP,8443,DENY,31088
F003850,2026-04-26 23:04:13,10.10.0.14,10.10.0.116,UDP,8080,ALLOW,1722240
F003851,2026-06-25 12:38:04,10.10.0.157,10.10.0.194,UDP,445,ALLOW,297346
F003852,2026-01-27 02:05:28,10.10.0.173,10.10.0.80,UDP,53,ALLOW,126955
F003853,2026-04-24 01:57:14,10.10.0.106,185.10.0.69,TCP,3306,ALLOW,7393
F003854,2026-05-15 23:19:03,10.10.0.130,185.10.0.23,UDP,3306,ALLOW,60879
F003855,2026-04-24 07:08:43,10.10.0.118,185.10.0.99,UDP,443,ALLOW,92087
F003856,2026-04-08 02:15:06,10.10.0.83,185.10.0.119,TCP,8080,DENY,231859
F003857,2026-06-15 16:20:58,10.10.0.94,185.10.0.44,TCP,80,ALLOW,46847
F003858,2026-06-06 07:54:51,10.10.0.172,10.10.0.104,UDP,53,ALLOW,55859
F003859,2026-01-25 14:17:51,10.10.0.200,185.10.0.8,UDP,22,ALLOW,9740
F003860,2026-05-14 15:20:33,10.10.0.119,185.10.0.105,TCP,445,ALLOW,8373
F003861,2026-03-02 18:38:44,10.10.0.119,10.10.0.165,TCP,1433,ALLOW,12111
F003862,2026-01-05 14:23:01,10.10.0.11,10.10.0.41,UDP,3389,ALLOW,8506
F003863,2026-03-01 21:17:14,10.10.0.119,10.10.0.186,TCP,53,ALLOW,41486
F003864,2026-02-20 16:54:16,10.10.0.97,185.10.0.53,UDP,443,ALLOW,1551
F003865,2026-05-12 18:11:24,10.10.0.147,185.10.0.78,TCP,445,ALLOW,32242
F003866,2026-05-17 16:49:37,10.10.0.16,10.10.0.77,TCP,22,ALLOW,39694
F003867,2026-02-02 15:18:52,10.10.0.134,185.10.0.55,UDP,22,ALLOW,46923
F003868,2026-04-12 10:41:32,10.10.0.200,185.10.0.97,TCP,8080,DENY,173132
F003869,2026-04-03 22:38:03,10.10.0.136,10.10.0.122,TCP,80,DENY,228523
F003870,2026-03-14 10:38:16,10.10.0.172,10.10.0.31,TCP,3306,ALLOW,220275
F003871,2026-06-02 18:42:09,10.10.0.96,10.10.0.186,TCP,8443,ALLOW,66654
F003872,2026-01-31 19:55:50,10.10.0.47,10.10.0.76,TCP,80,ALLOW,16668
F003873,2026-05-17 10:40:19,10.10.0.36,185.10.0.7,TCP,22,ALLOW,10167
F003874,2026-03-30 01:16:53,10.10.0.93,10.10.0.148,UDP,80,DENY,6855
F003875,2026-05-02 00:03:40,10.10.0.188,185.10.0.73,TCP,1433,ALLOW,65963
F003876,2026-02-02 10:42:01,10.10.0.17,185.10.0.116,TCP,3306,DENY,37770
F003877,2026-01-27 10:01:06,10.10.0.71,10.10.0.78,UDP,443,ALLOW,28708
F003878,2026-04-18 06:04:22,10.10.0.50,185.10.0.119,UDP,22,ALLOW,98365
F003879,2026-01-16 06:24:38,10.10.0.182,185.10.0.66,UDP,445,ALLOW,36930
F003880,2026-03-20 17:48:45,10.10.0.180,185.10.0.49,UDP,80,ALLOW,463044
F003881,2026-04-10 05:29:39,10.10.0.91,185.10.0.47,TCP,443,ALLOW,7000
F003882,2026-01-26 23:32:59,10.10.0.183,10.10.0.109,UDP,3306,ALLOW,43222
F003883,2026-04-19 06:33:24,10.10.0.76,185.10.0.47,TCP,8443,ALLOW,4815
F003884,2026-02-22 04:02:43,10.10.0.102,185.10.0.43,TCP,443,ALLOW,87303
F003885,2026-05-06 05:23:35,10.10.0.152,10.10.0.26,TCP,3306,DENY,7184
F003886,2026-01-24 17:05:14,10.10.0.64,185.10.0.28,TCP,22,ALLOW,49212
F003887,2026-04-12 08:51:35,10.10.0.56,10.10.0.82,UDP,8443,DENY,15963
F003888,2026-01-03 03:52:43,10.10.0.51,10.10.0.61,UDP,8080,ALLOW,13758
F003889,2026-05-05 00:28:38,10.10.0.190,185.10.0.46,TCP,445,ALLOW,16576
F003890,2026-02-20 13:10:20,10.10.0.23,185.10.0.77,TCP,1433,DENY,30712
F003891,2026-05-28 20:20:27,10.10.0.194,10.10.0.186,UDP,8443,ALLOW,8644
F003892,2026-06-11 17:56:13,10.10.0.174,10.10.0.192,UDP,53,ALLOW,7678
F003893,2026-06-25 07:59:12,10.10.0.17,10.10.0.74,UDP,53,ALLOW,73414
F003894,2026-02-20 15:06:34,10.10.0.89,185.10.0.113,TCP,1433,ALLOW,3319
F003895,2026-01-17 16:37:07,10.10.0.149,10.10.0.157,UDP,53,ALLOW,49595
F003896,2026-01-17 09:32:06,10.10.0.123,185.10.0.11,UDP,443,DENY,3909
F003897,2026-01-18 03:54:21,10.10.0.143,185.10.0.114,UDP,22,ALLOW,41247
F003898,2026-02-28 11:15:36,10.10.0.4,10.10.0.116,TCP,22,ALLOW,13959
F003899,2026-01-28 20:38:44,10.10.0.93,10.10.0.115,UDP,3389,ALLOW,91147
F003900,2026-03-06 01:56:47,10.10.0.153,185.10.0.111,TCP,3389,DENY,169877
F003901,2026-04-27 00:23:53,10.10.0.116,10.10.0.94,UDP,22,ALLOW,25803
F003902,2026-06-08 11:27:34,10.10.0.107,10.10.0.10,UDP,22,ALLOW,44637
F003903,2026-05-18 14:14:48,10.10.0.194,10.10.0.152,TCP,80,ALLOW,132779
F003904,2026-04-28 17:23:11,10.10.0.46,10.10.0.74,UDP,3389,ALLOW,23862
F003905,2026-06-07 01:54:22,10.10.0.65,185.10.0.118,UDP,8080,ALLOW,84690
F003906,2026-06-05 18:52:51,10.10.0.14,185.10.0.30,TCP,53,ALLOW,13580
F003907,2026-03-17 13:35:13,10.10.0.182,10.10.0.13,TCP,53,DENY,53401
F003908,2026-05-17 13:19:19,10.10.0.61,10.10.0.4,TCP,443,ALLOW,53726
F003909,2026-02-01 11:58:27,10.10.0.56,10.10.0.83,UDP,443,ALLOW,48856
F003910,2026-05-18 19:17:39,10.10.0.80,10.10.0.116,UDP,443,ALLOW,303506
F003911,2026-05-20 22:56:57,10.10.0.68,10.10.0.165,UDP,443,ALLOW,3982
F003912,2026-05-17 06:13:11,10.10.0.87,185.10.0.6,TCP,22,DENY,49191
F003913,2026-03-17 18:27:10,10.10.0.123,10.10.0.161,TCP,53,DENY,47093
F003914,2026-01-16 16:30:51,10.10.0.103,10.10.0.114,TCP,1433,ALLOW,41763
F003915,2026-02-18 17:16:28,10.10.0.82,185.10.0.100,TCP,8080,DENY,148997
F003916,2026-02-02 13:28:27,10.10.0.60,185.10.0.119,TCP,8443,ALLOW,12584
F003917,2026-02-24 01:15:29,10.10.0.178,185.10.0.77,TCP,445,ALLOW,205241
F003918,2026-04-22 02:23:47,10.10.0.111,10.10.0.27,UDP,3306,ALLOW,46872
F003919,2026-05-16 12:00:33,10.10.0.15,185.10.0.36,TCP,3306,ALLOW,9588
F003920,2026-04-23 17:23:12,10.10.0.22,10.10.0.4,TCP,3389,ALLOW,55326
F003921,2026-03-10 14:01:11,10.10.0.163,10.10.0.17,TCP,8443,ALLOW,51273
F003922,2026-05-02 20:55:52,10.10.0.17,185.10.0.73,UDP,53,ALLOW,6568
F003923,2026-05-28 02:05:59,10.10.0.96,10.10.0.104,UDP,3389,DENY,34375
F003924,2026-05-22 22:39:08,10.10.0.171,10.10.0.34,TCP,3389,ALLOW,127198
F003925,2026-05-02 10:26:18,10.10.0.41,10.10.0.33,TCP,3306,ALLOW,53674
F003926,2026-04-19 10:26:34,10.10.0.60,10.10.0.192,UDP,443,ALLOW,4729
F003927,2026-01-30 06:51:33,10.10.0.168,10.10.0.142,UDP,3306,ALLOW,31873
F003928,2026-01-02 17:53:01,10.10.0.182,10.10.0.42,TCP,3389,ALLOW,6979
F003929,2026-05-20 03:31:18,10.10.0.188,185.10.0.74,TCP,22,ALLOW,15634
F003930,2026-05-22 05:14:34,10.10.0.108,10.10.0.136,UDP,1433,ALLOW,2591505
F003931,2026-01-24 17:18:38,10.10.0.162,10.10.0.162,UDP,8443,DENY,106720
F003932,2026-06-04 04:42:29,10.10.0.152,185.10.0.99,TCP,443,ALLOW,25611
F003933,2026-02-22 01:17:49,10.10.0.105,185.10.0.120,UDP,8080,ALLOW,66864
F003934,2026-04-28 11:55:16,10.10.0.45,185.10.0.69,UDP,3306,ALLOW,110292
F003935,2026-02-09 01:25:58,10.10.0.198,185.10.0.72,UDP,3306,ALLOW,200465
F003936,2026-04-09 19:52:22,10.10.0.4,10.10.0.54,UDP,80,ALLOW,150995
F003937,2026-03-15 05:49:46,10.10.0.147,185.10.0.115,TCP,443,ALLOW,150488
F003938,2026-01-07 14:09:00,10.10.0.83,10.10.0.161,UDP,8443,ALLOW,85117
F003939,2026-02-24 07:13:55,10.10.0.45,10.10.0.149,UDP,3306,ALLOW,189543
F003940,2026-03-01 14:26:37,10.10.0.38,185.10.0.89,TCP,80,ALLOW,13857
F003941,2026-06-24 06:00:59,10.10.0.133,10.10.0.100,UDP,80,ALLOW,45621
F003942,2026-03-12 14:04:47,10.10.0.23,10.10.0.83,UDP,8080,DENY,18655
F003943,2026-06-03 14:10:02,10.10.0.189,185.10.0.106,UDP,53,ALLOW,3254
F003944,2026-05-06 21:15:04,10.10.0.139,10.10.0.95,TCP,8443,ALLOW,39724
F003945,2026-04-28 14:30:43,10.10.0.119,10.10.0.96,TCP,53,ALLOW,22946
F003946,2026-03-26 05:25:17,10.10.0.159,10.10.0.13,UDP,1433,ALLOW,4683
F003947,2026-03-25 02:52:53,10.10.0.6,10.10.0.88,UDP,80,ALLOW,71470
F003948,2026-02-14 10:31:34,10.10.0.20,185.10.0.12,TCP,3389,DENY,52762
F003949,2026-01-23 18:07:23,10.10.0.184,10.10.0.94,TCP,445,ALLOW,53396
F003950,2026-02-27 10:43:34,10.10.0.172,10.10.0.7,UDP,443,ALLOW,14980
F003951,2026-06-24 12:48:30,10.10.0.26,185.10.0.47,TCP,8080,ALLOW,9867
F003952,2026-05-10 02:22:38,10.10.0.174,185.10.0.117,TCP,8443,DENY,104466
F003953,2026-02-08 22:18:34,10.10.0.129,185.10.0.46,TCP,8443,ALLOW,25841
F003954,2026-04-11 22:15:52,10.10.0.98,10.10.0.154,UDP,22,ALLOW,75764
F003955,2026-04-01 10:17:54,10.10.0.9,10.10.0.141,TCP,80,DENY,69359
F003956,2026-05-09 05:12:50,10.10.0.141,185.10.0.18,UDP,8080,ALLOW,24348
F003957,2026-04-06 20:25:19,10.10.0.192,185.10.0.73,TCP,8080,ALLOW,18835
F003958,2026-03-12 15:27:03,10.10.0.180,185.10.0.105,TCP,445,DENY,29712
F003959,2026-01-03 15:51:39,10.10.0.181,10.10.0.40,TCP,80,ALLOW,174917
F003960,2026-03-17 06:30:46,10.10.0.156,10.10.0.156,UDP,53,ALLOW,4909
F003961,2026-02-17 09:09:27,10.10.0.170,10.10.0.167,TCP,445,ALLOW,45393
