event_id,timestamp,user_id,user,host,process,parent_process,command_line,severity
E003333,2026-05-18 04:55:44,u009,k.mehta,WIN-009,powershell.exe,services.exe,powershell.exe -Command Get-Service,Medium
E003334,2026-02-16 05:52:23,u006,s.rao,WIN-033,outlook.exe,winword.exe,outlook.exe,Low
E003335,2026-03-05 10:40:10,u003,a.kumar,WIN-009,teams.exe,svchost.exe,teams.exe,Low
E003336,2026-02-26 16:27:50,u010,svc_backup,WIN-010,excel.exe,services.exe,excel.exe,Low
E003337,2026-02-18 07:33:10,u010,svc_backup,WIN-037,winword.exe,winword.exe,winword.exe,Low
E003338,2026-06-01 00:20:58,u003,a.kumar,WIN-017,powershell.exe,winword.exe,powershell.exe Get-Process,Medium
E003339,2026-01-08 12:40:09,u005,r.verma,WIN-003,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003340,2026-05-01 18:48:23,u010,svc_backup,WIN-038,winword.exe,outlook.exe,winword.exe,Low
E003341,2026-03-30 05:16:07,u001,admin.ops,WIN-039,teams.exe,explorer.exe,teams.exe,Low
E003342,2026-06-13 12:43:52,u008,n.gupta,WIN-003,svchost.exe,winword.exe,svchost.exe,Low
E003343,2026-02-23 12:48:06,u010,svc_backup,WIN-001,outlook.exe,outlook.exe,outlook.exe,Low
E003344,2026-06-08 03:00:42,u001,admin.ops,WIN-028,explorer.exe,explorer.exe,explorer.exe,Low
E003345,2026-06-19 04:26:21,u007,p.singh,WIN-008,outlook.exe,winword.exe,outlook.exe,Low
E003346,2026-03-12 13:47:46,u002,j.smith,WIN-025,svchost.exe,services.exe,svchost.exe,Low
E003347,2026-05-31 11:49:20,u001,admin.ops,WIN-031,svchost.exe,outlook.exe,svchost.exe,Low
E003348,2026-06-22 12:30:15,u003,a.kumar,WIN-009,cmd.exe,services.exe,cmd.exe,Low
E003349,2026-03-26 10:52:35,u005,r.verma,WIN-009,chrome.exe,winword.exe,chrome.exe,Low
E003350,2026-02-08 05:45:27,u007,p.singh,WIN-016,teams.exe,outlook.exe,teams.exe,Low
E003351,2026-03-24 03:10:15,u007,p.singh,WIN-038,excel.exe,svchost.exe,excel.exe,Low
E003352,2026-02-22 08:08:46,u012,d.patel,WIN-033,svchost.exe,winword.exe,svchost.exe,Low
E003353,2026-02-17 16:13:01,u001,admin.ops,WIN-003,chrome.exe,outlook.exe,chrome.exe,Low
E003354,2026-04-25 15:33:01,u002,j.smith,WIN-033,winword.exe,svchost.exe,winword.exe,Low
E003355,2026-05-14 02:24:09,u001,admin.ops,WIN-021,python.exe,winword.exe,python.exe,Low
E003356,2026-04-28 09:31:07,u007,p.singh,WIN-037,winword.exe,services.exe,winword.exe,Low
E003357,2026-05-20 07:04:28,u002,j.smith,WIN-006,excel.exe,services.exe,excel.exe,Low
E003358,2026-05-13 14:25:00,u012,d.patel,WIN-021,outlook.exe,outlook.exe,outlook.exe,Low
E003359,2026-04-02 17:11:56,u007,p.singh,WIN-020,svchost.exe,outlook.exe,svchost.exe,Low
E003360,2026-03-09 01:41:01,u005,r.verma,WIN-029,winword.exe,outlook.exe,winword.exe,Low
E003361,2026-06-06 07:44:49,u001,admin.ops,WIN-005,outlook.exe,winword.exe,outlook.exe,Low
E003362,2026-02-11 04:00:36,u001,admin.ops,WIN-035,explorer.exe,services.exe,explorer.exe,Low
E003363,2026-02-19 10:39:15,u006,s.rao,WIN-005,svchost.exe,outlook.exe,svchost.exe,Low
E003364,2026-06-10 21:23:03,u004,m.sharma,WIN-008,outlook.exe,outlook.exe,outlook.exe,Low
E003365,2026-01-01 02:41:10,u012,d.patel,WIN-002,outlook.exe,svchost.exe,outlook.exe,Low
E003366,2026-06-21 20:25:51,u002,j.smith,WIN-035,chrome.exe,outlook.exe,chrome.exe,Low
E003367,2026-05-02 00:52:17,u002,j.smith,WIN-004,excel.exe,explorer.exe,excel.exe,Low
E003368,2026-01-30 23:06:35,u004,m.sharma,WIN-031,teams.exe,outlook.exe,teams.exe,Low
E003369,2026-05-31 14:12:20,u005,r.verma,WIN-020,svchost.exe,svchost.exe,svchost.exe,Low
E003370,2026-03-27 05:34:11,u011,svc_app,WIN-022,explorer.exe,winword.exe,explorer.exe,Low
E003371,2026-01-19 10:48:37,u002,j.smith,WIN-038,outlook.exe,explorer.exe,outlook.exe,Low
E003372,2026-02-15 00:45:26,u009,k.mehta,WIN-034,python.exe,explorer.exe,python.exe,Low
E003373,2026-01-10 10:20:44,u011,svc_app,WIN-010,outlook.exe,svchost.exe,outlook.exe,Low
E003374,2026-04-05 08:19:14,u008,n.gupta,WIN-021,python.exe,svchost.exe,python.exe,Low
E003375,2026-04-12 08:28:57,u003,a.kumar,WIN-016,chrome.exe,services.exe,chrome.exe,Low
E003376,2026-01-08 17:11:20,u012,d.patel,WIN-008,teams.exe,services.exe,teams.exe,Low
E003377,2026-03-08 16:44:44,u003,a.kumar,WIN-040,winword.exe,outlook.exe,winword.exe,Low
E003378,2026-02-25 17:08:33,u007,p.singh,WIN-018,outlook.exe,svchost.exe,outlook.exe,Low
E003379,2026-03-11 14:30:16,u008,n.gupta,WIN-032,teams.exe,services.exe,teams.exe,Low
E003380,2026-04-28 06:58:29,u003,a.kumar,WIN-002,powershell.exe,svchost.exe,powershell.exe Get-Process,Medium
E003381,2026-01-24 03:57:02,u005,r.verma,WIN-032,chrome.exe,outlook.exe,chrome.exe,Low
E003382,2026-01-28 23:06:50,u003,a.kumar,WIN-022,excel.exe,svchost.exe,excel.exe,Low
E003383,2026-06-22 00:51:03,u009,k.mehta,WIN-005,cmd.exe,explorer.exe,cmd.exe,Low
E003384,2026-02-02 11:50:42,u002,j.smith,WIN-011,outlook.exe,winword.exe,outlook.exe,Low
E003385,2026-05-22 04:25:09,u003,a.kumar,WIN-001,outlook.exe,winword.exe,outlook.exe,Low
E003386,2026-06-22 19:04:37,u010,svc_backup,WIN-025,excel.exe,outlook.exe,excel.exe,Low
E003387,2026-02-12 22:22:20,u012,d.patel,WIN-017,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E003388,2026-03-20 15:35:12,u002,j.smith,WIN-040,cmd.exe,services.exe,cmd.exe,Low
E003389,2026-05-18 06:08:45,u002,j.smith,WIN-032,explorer.exe,services.exe,explorer.exe,Low
E003390,2026-03-16 06:27:54,u012,d.patel,WIN-006,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E003391,2026-05-17 16:08:10,u004,m.sharma,WIN-034,python.exe,services.exe,python.exe,Low
E003392,2026-05-12 21:52:02,u001,admin.ops,WIN-015,python.exe,services.exe,python.exe,Low
E003393,2026-04-17 18:00:18,u011,svc_app,WIN-013,winword.exe,svchost.exe,winword.exe,Low
E003394,2026-06-29 16:28:01,u002,j.smith,WIN-018,chrome.exe,outlook.exe,chrome.exe,Low
E003395,2026-05-20 18:01:53,u009,k.mehta,WIN-005,python.exe,winword.exe,python.exe,Low
E003396,2026-06-18 23:01:44,u004,m.sharma,WIN-033,teams.exe,services.exe,teams.exe,Low
E003397,2026-01-05 00:55:02,u001,admin.ops,WIN-013,teams.exe,outlook.exe,teams.exe,Low
E003398,2026-05-08 04:24:41,u008,n.gupta,WIN-024,python.exe,winword.exe,python.exe,Low
E003399,2026-03-11 22:06:10,u003,a.kumar,WIN-029,winword.exe,services.exe,winword.exe,Low
E003400,2026-06-21 00:42:48,u012,d.patel,WIN-019,teams.exe,winword.exe,teams.exe,Low
E003401,2026-03-29 06:44:28,u011,svc_app,WIN-036,chrome.exe,services.exe,chrome.exe,Low
E003402,2026-01-26 00:53:06,u008,n.gupta,WIN-025,excel.exe,outlook.exe,excel.exe,Low
E003403,2026-02-25 16:05:29,u005,r.verma,WIN-031,cmd.exe,services.exe,cmd.exe,Low
E003404,2026-04-06 15:33:45,u002,j.smith,WIN-005,svchost.exe,explorer.exe,svchost.exe,Low
E003405,2026-02-09 10:05:33,u008,n.gupta,WIN-039,outlook.exe,outlook.exe,outlook.exe,Low
E003406,2026-06-06 21:03:22,u012,d.patel,WIN-020,svchost.exe,svchost.exe,svchost.exe,Low
E003407,2026-01-22 01:41:23,u002,j.smith,WIN-022,teams.exe,svchost.exe,teams.exe,Low
E003408,2026-05-27 12:52:39,u001,admin.ops,WIN-036,excel.exe,outlook.exe,excel.exe,Low
E003409,2026-01-22 21:21:55,u002,j.smith,WIN-028,outlook.exe,services.exe,outlook.exe,Low
E003410,2026-02-28 11:00:49,u006,s.rao,WIN-025,chrome.exe,services.exe,chrome.exe,Low
E003411,2026-01-15 05:44:08,u008,n.gupta,WIN-007,svchost.exe,winword.exe,svchost.exe,Low
E003412,2026-03-20 10:03:41,u001,admin.ops,WIN-011,explorer.exe,explorer.exe,explorer.exe,Low
E003413,2026-02-04 17:14:56,u012,d.patel,WIN-018,chrome.exe,outlook.exe,chrome.exe,Low
E003414,2026-03-16 21:45:48,u005,r.verma,WIN-028,powershell.exe,services.exe,powershell.exe Get-Process,Medium
E003415,2026-02-18 04:16:46,u011,svc_app,WIN-033,powershell.exe,svchost.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003416,2026-03-13 15:52:02,u011,svc_app,WIN-022,svchost.exe,winword.exe,svchost.exe,Low
E003417,2026-06-08 13:11:22,u009,k.mehta,WIN-013,outlook.exe,explorer.exe,outlook.exe,Low
E003418,2026-05-22 22:07:58,u011,svc_app,WIN-009,outlook.exe,outlook.exe,outlook.exe,Low
E003419,2026-05-02 23:45:54,u006,s.rao,WIN-007,teams.exe,winword.exe,teams.exe,Low
E003420,2026-03-12 07:06:16,u007,p.singh,WIN-014,cmd.exe,services.exe,cmd.exe,Low
E003421,2026-01-12 01:03:50,u005,r.verma,WIN-027,explorer.exe,services.exe,explorer.exe,Low
E003422,2026-02-07 02:01:09,u001,admin.ops,WIN-028,powershell.exe,services.exe,powershell.exe Get-Process,Medium
E003423,2026-01-01 04:15:57,u008,n.gupta,WIN-024,powershell.exe,svchost.exe,powershell.exe -Command Get-Service,Medium
E003424,2026-02-09 00:28:57,u008,n.gupta,WIN-021,excel.exe,svchost.exe,excel.exe,Low
E003425,2026-01-28 12:30:51,u011,svc_app,WIN-033,teams.exe,svchost.exe,teams.exe,Low
E003426,2026-03-25 03:29:53,u003,a.kumar,WIN-014,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003427,2026-03-12 11:37:46,u012,d.patel,WIN-030,cmd.exe,svchost.exe,cmd.exe,Low
E003428,2026-06-29 16:33:48,u005,r.verma,WIN-007,teams.exe,winword.exe,teams.exe,Low
E003429,2026-05-09 15:56:35,u010,svc_backup,WIN-023,winword.exe,explorer.exe,winword.exe,Low
E003430,2026-02-07 10:49:53,u010,svc_backup,WIN-003,chrome.exe,explorer.exe,chrome.exe,Low
E003431,2026-03-26 23:21:27,u012,d.patel,WIN-030,powershell.exe,svchost.exe,powershell.exe Get-Process,Medium
E003432,2026-02-03 07:30:20,u009,k.mehta,WIN-008,teams.exe,services.exe,teams.exe,Low
E003433,2026-06-04 21:23:06,u006,s.rao,WIN-023,outlook.exe,explorer.exe,outlook.exe,Low
E003434,2026-04-16 01:54:34,u012,d.patel,WIN-014,explorer.exe,services.exe,explorer.exe,Low
E003435,2026-04-05 04:49:59,u006,s.rao,WIN-009,explorer.exe,services.exe,explorer.exe,Low
E003436,2026-06-16 08:20:52,u012,d.patel,WIN-019,chrome.exe,outlook.exe,chrome.exe,Low
E003437,2026-03-23 18:58:22,u004,m.sharma,WIN-005,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E003438,2026-02-27 23:34:28,u004,m.sharma,WIN-026,excel.exe,explorer.exe,excel.exe,Low
E003439,2026-05-08 13:09:04,u002,j.smith,WIN-007,excel.exe,winword.exe,excel.exe,Low
E003440,2026-01-12 06:56:25,u003,a.kumar,WIN-007,excel.exe,explorer.exe,excel.exe,Low
E003441,2026-03-19 19:19:44,u001,admin.ops,WIN-040,chrome.exe,svchost.exe,chrome.exe,Low
E003442,2026-04-19 09:02:38,u010,svc_backup,WIN-033,excel.exe,outlook.exe,excel.exe,Low
E003443,2026-02-01 05:04:24,u010,svc_backup,WIN-022,teams.exe,outlook.exe,teams.exe,Low
E003444,2026-01-19 09:00:52,u009,k.mehta,WIN-023,powershell.exe,svchost.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003445,2026-06-24 22:01:41,u008,n.gupta,WIN-033,outlook.exe,winword.exe,outlook.exe,Low
E003446,2026-03-02 04:29:36,u008,n.gupta,WIN-007,chrome.exe,winword.exe,chrome.exe,Low
E003447,2026-01-21 03:11:22,u003,a.kumar,WIN-023,explorer.exe,outlook.exe,explorer.exe,Low
E003448,2026-05-02 15:10:41,u002,j.smith,WIN-030,teams.exe,outlook.exe,teams.exe,Low
E003449,2026-03-02 16:50:43,u001,admin.ops,WIN-019,svchost.exe,svchost.exe,svchost.exe,Low
E003450,2026-02-20 18:45:41,u012,d.patel,WIN-039,outlook.exe,outlook.exe,outlook.exe,Low
E003451,2026-06-27 18:23:40,u003,a.kumar,WIN-037,outlook.exe,winword.exe,outlook.exe,Low
E003452,2026-04-02 14:31:25,u011,svc_app,WIN-016,explorer.exe,outlook.exe,explorer.exe,Low
E003453,2026-03-01 16:07:20,u005,r.verma,WIN-011,teams.exe,outlook.exe,teams.exe,Low
E003454,2026-06-19 13:02:23,u001,admin.ops,WIN-039,cmd.exe,svchost.exe,cmd.exe,Low
E003455,2026-03-16 11:48:42,u007,p.singh,WIN-006,winword.exe,svchost.exe,winword.exe,Low
E003456,2026-05-08 12:41:40,u001,admin.ops,WIN-036,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E003457,2026-01-13 18:51:51,u003,a.kumar,WIN-033,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003458,2026-06-26 06:15:19,u007,p.singh,WIN-006,chrome.exe,winword.exe,chrome.exe,Low
E003459,2026-01-07 19:32:07,u006,s.rao,WIN-009,winword.exe,services.exe,winword.exe,Low
E003460,2026-06-26 07:00:49,u001,admin.ops,WIN-026,python.exe,svchost.exe,python.exe,Low
E003461,2026-03-14 12:52:42,u002,j.smith,WIN-012,powershell.exe,winword.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003462,2026-02-25 14:21:57,u008,n.gupta,WIN-014,excel.exe,explorer.exe,excel.exe,Low
E003463,2026-05-10 18:50:22,u006,s.rao,WIN-035,outlook.exe,winword.exe,outlook.exe,Low
E003464,2026-02-07 19:04:50,u002,j.smith,WIN-015,explorer.exe,services.exe,explorer.exe,Low
E003465,2026-06-15 07:34:43,u007,p.singh,WIN-001,teams.exe,services.exe,teams.exe,Low
E003466,2026-01-19 05:48:57,u002,j.smith,WIN-040,chrome.exe,explorer.exe,chrome.exe,Low
E003467,2026-01-26 12:50:07,u001,admin.ops,WIN-036,excel.exe,outlook.exe,excel.exe,Low
E003468,2026-01-18 21:16:28,u007,p.singh,WIN-029,teams.exe,svchost.exe,teams.exe,Low
E003469,2026-03-16 09:36:21,u004,m.sharma,WIN-035,outlook.exe,services.exe,outlook.exe,Low
E003470,2026-01-13 06:44:18,u010,svc_backup,WIN-033,explorer.exe,explorer.exe,explorer.exe,Low
E003471,2026-01-13 08:21:52,u011,svc_app,WIN-027,python.exe,services.exe,python.exe,Low
E003472,2026-06-01 18:14:04,u010,svc_backup,WIN-028,excel.exe,svchost.exe,excel.exe,Low
E003473,2026-01-02 18:43:40,u003,a.kumar,WIN-003,svchost.exe,outlook.exe,svchost.exe,Low
E003474,2026-06-07 21:18:49,u011,svc_app,WIN-025,svchost.exe,winword.exe,svchost.exe,Low
E003475,2026-04-21 10:29:35,u012,d.patel,WIN-003,cmd.exe,services.exe,cmd.exe,Low
E003476,2026-04-25 14:31:48,u007,p.singh,WIN-036,excel.exe,winword.exe,excel.exe,Low
E003477,2026-01-09 14:42:42,u002,j.smith,WIN-029,python.exe,services.exe,python.exe,Low
E003478,2026-01-23 17:37:12,u012,d.patel,WIN-017,winword.exe,services.exe,winword.exe,Low
E003479,2026-01-11 15:23:24,u008,n.gupta,WIN-008,excel.exe,outlook.exe,excel.exe,Low
E003480,2026-05-25 15:47:58,u006,s.rao,WIN-026,svchost.exe,winword.exe,svchost.exe,Low
E003481,2026-04-12 22:31:08,u012,d.patel,WIN-034,svchost.exe,svchost.exe,svchost.exe,Low
E003482,2026-03-18 18:16:40,u005,r.verma,WIN-025,svchost.exe,outlook.exe,svchost.exe,Low
E003483,2026-06-28 16:20:56,u012,d.patel,WIN-019,excel.exe,svchost.exe,excel.exe,Low
E003484,2026-05-13 00:37:24,u001,admin.ops,WIN-039,svchost.exe,services.exe,svchost.exe,Low
E003485,2026-04-28 08:06:46,u004,m.sharma,WIN-005,python.exe,explorer.exe,python.exe,Low
E003486,2026-01-07 14:13:03,u005,r.verma,WIN-015,winword.exe,svchost.exe,winword.exe,Low
E003487,2026-05-31 05:57:06,u007,p.singh,WIN-022,cmd.exe,outlook.exe,cmd.exe,Low
E003488,2026-01-04 05:05:28,u001,admin.ops,WIN-028,excel.exe,explorer.exe,excel.exe,Low
E003489,2026-01-14 06:38:37,u012,d.patel,WIN-037,winword.exe,svchost.exe,winword.exe,Low
E003490,2026-03-18 06:52:38,u007,p.singh,WIN-018,teams.exe,outlook.exe,teams.exe,Low
E003491,2026-02-05 20:05:27,u006,s.rao,WIN-028,excel.exe,services.exe,excel.exe,Low
E003492,2026-02-15 01:07:24,u010,svc_backup,WIN-005,outlook.exe,svchost.exe,outlook.exe,Low
E003493,2026-03-30 12:25:02,u007,p.singh,WIN-037,python.exe,outlook.exe,python.exe,Low
E003494,2026-05-16 00:28:34,u006,s.rao,WIN-037,python.exe,winword.exe,python.exe,Low
E003495,2026-05-14 10:31:06,u007,p.singh,WIN-012,cmd.exe,services.exe,cmd.exe,Low
E003496,2026-04-26 05:44:12,u003,a.kumar,WIN-003,outlook.exe,svchost.exe,outlook.exe,Low
E003497,2026-02-15 03:05:22,u007,p.singh,WIN-012,excel.exe,services.exe,excel.exe,Low
E003498,2026-01-02 07:33:26,u008,n.gupta,WIN-012,outlook.exe,winword.exe,outlook.exe,Low
E003499,2026-04-26 02:35:23,u011,svc_app,WIN-024,excel.exe,outlook.exe,excel.exe,Low
E003500,2026-01-29 21:26:36,u006,s.rao,WIN-022,python.exe,explorer.exe,python.exe,Low
E003501,2026-06-30 04:25:23,u003,a.kumar,WIN-018,teams.exe,services.exe,teams.exe,Low
E003502,2026-01-01 15:08:43,u003,a.kumar,WIN-014,svchost.exe,services.exe,svchost.exe,Low
E003503,2026-03-03 18:20:31,u004,m.sharma,WIN-025,teams.exe,services.exe,teams.exe,Low
E003504,2026-06-03 04:34:12,u009,k.mehta,WIN-021,svchost.exe,outlook.exe,svchost.exe,Low
E003505,2026-06-06 00:59:36,u012,d.patel,WIN-009,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E003506,2026-03-13 13:20:26,u002,j.smith,WIN-012,excel.exe,outlook.exe,excel.exe,Low
E003507,2026-04-12 02:59:21,u011,svc_app,WIN-026,outlook.exe,svchost.exe,outlook.exe,Low
E003508,2026-01-22 05:27:12,u007,p.singh,WIN-005,svchost.exe,winword.exe,svchost.exe,Low
E003509,2026-03-19 17:53:41,u005,r.verma,WIN-006,chrome.exe,services.exe,chrome.exe,Low
E003510,2026-03-20 12:04:25,u011,svc_app,WIN-001,chrome.exe,services.exe,chrome.exe,Low
E003511,2026-05-31 03:07:28,u002,j.smith,WIN-024,powershell.exe,svchost.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003512,2026-05-03 18:07:08,u005,r.verma,WIN-008,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E003513,2026-04-19 06:55:23,u002,j.smith,WIN-035,teams.exe,outlook.exe,teams.exe,Low
E003514,2026-05-27 04:20:31,u008,n.gupta,WIN-018,cmd.exe,explorer.exe,cmd.exe,Low
E003515,2026-03-28 10:51:27,u007,p.singh,WIN-040,teams.exe,outlook.exe,teams.exe,Low
E003516,2026-04-08 06:17:14,u006,s.rao,WIN-032,chrome.exe,svchost.exe,chrome.exe,Low
E003517,2026-06-30 00:59:32,u008,n.gupta,WIN-003,excel.exe,outlook.exe,excel.exe,Low
E003518,2026-04-04 15:51:55,u010,svc_backup,WIN-010,excel.exe,explorer.exe,excel.exe,Low
E003519,2026-02-08 23:09:20,u001,admin.ops,WIN-035,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003520,2026-01-04 05:18:35,u010,svc_backup,WIN-031,winword.exe,explorer.exe,winword.exe,Low
E003521,2026-04-16 22:25:39,u011,svc_app,WIN-022,chrome.exe,svchost.exe,chrome.exe,Low
E003522,2026-02-04 21:49:37,u012,d.patel,WIN-025,svchost.exe,winword.exe,svchost.exe,Low
E003523,2026-03-19 09:13:55,u011,svc_app,WIN-014,svchost.exe,outlook.exe,svchost.exe,Low
E003524,2026-03-22 04:24:03,u009,k.mehta,WIN-033,svchost.exe,svchost.exe,svchost.exe,Low
E003525,2026-02-13 02:45:47,u006,s.rao,WIN-020,cmd.exe,services.exe,cmd.exe,Low
E003526,2026-02-07 20:38:09,u006,s.rao,WIN-026,cmd.exe,outlook.exe,cmd.exe,Low
E003527,2026-04-07 22:12:10,u006,s.rao,WIN-038,excel.exe,svchost.exe,excel.exe,Low
E003528,2026-02-23 20:49:01,u009,k.mehta,WIN-033,powershell.exe,services.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003529,2026-03-14 20:24:31,u010,svc_backup,WIN-031,svchost.exe,svchost.exe,svchost.exe,Low
E003530,2026-01-29 06:13:30,u011,svc_app,WIN-027,teams.exe,winword.exe,teams.exe,Low
E003531,2026-04-04 03:41:40,u007,p.singh,WIN-035,python.exe,services.exe,python.exe,Low
E003532,2026-03-05 01:06:44,u005,r.verma,WIN-010,python.exe,services.exe,python.exe,Low
E003533,2026-03-11 08:19:50,u008,n.gupta,WIN-030,svchost.exe,outlook.exe,svchost.exe,Low
E003534,2026-01-19 02:54:49,u001,admin.ops,WIN-039,powershell.exe,winword.exe,powershell.exe -Command Get-Service,Medium
E003535,2026-02-23 09:05:23,u003,a.kumar,WIN-020,excel.exe,services.exe,excel.exe,Low
E003536,2026-05-02 18:07:14,u001,admin.ops,WIN-020,outlook.exe,winword.exe,outlook.exe,Low
E003537,2026-02-23 22:26:49,u010,svc_backup,WIN-031,excel.exe,services.exe,excel.exe,Low
E003538,2026-05-25 06:25:26,u006,s.rao,WIN-027,winword.exe,svchost.exe,winword.exe,Low
E003539,2026-01-18 18:19:00,u008,n.gupta,WIN-035,chrome.exe,services.exe,chrome.exe,Low
E003540,2026-04-24 11:14:14,u010,svc_backup,WIN-037,excel.exe,svchost.exe,excel.exe,Low
E003541,2026-04-04 14:49:50,u006,s.rao,WIN-022,winword.exe,services.exe,winword.exe,Low
E003542,2026-05-20 16:12:48,u009,k.mehta,WIN-001,powershell.exe,explorer.exe,powershell.exe -Command Get-Service,Medium
E003543,2026-02-23 10:29:30,u012,d.patel,WIN-005,chrome.exe,explorer.exe,chrome.exe,Low
E003544,2026-05-05 13:52:04,u005,r.verma,WIN-035,powershell.exe,outlook.exe,powershell.exe -Command Get-Service,Medium
E003545,2026-05-17 05:42:45,u010,svc_backup,WIN-038,svchost.exe,explorer.exe,svchost.exe,Low
E003546,2026-04-14 07:47:54,u010,svc_backup,WIN-027,teams.exe,services.exe,teams.exe,Low
E003547,2026-01-12 12:04:14,u012,d.patel,WIN-010,outlook.exe,svchost.exe,outlook.exe,Low
E003548,2026-06-28 20:27:55,u002,j.smith,WIN-018,winword.exe,outlook.exe,winword.exe,Low
E003549,2026-03-23 16:55:14,u007,p.singh,WIN-029,powershell.exe,winword.exe,powershell.exe Get-Process,Medium
E003550,2026-05-27 10:13:44,u008,n.gupta,WIN-038,winword.exe,explorer.exe,winword.exe,Low
E003551,2026-03-31 00:36:49,u001,admin.ops,WIN-022,chrome.exe,explorer.exe,chrome.exe,Low
E003552,2026-06-24 07:47:06,u009,k.mehta,WIN-035,chrome.exe,services.exe,chrome.exe,Low
E003553,2026-02-10 13:45:59,u003,a.kumar,WIN-022,python.exe,winword.exe,python.exe,Low
E003554,2026-02-10 21:29:43,u007,p.singh,WIN-028,teams.exe,winword.exe,teams.exe,Low
E003555,2026-05-12 04:39:49,u006,s.rao,WIN-022,cmd.exe,winword.exe,cmd.exe,Low
E003556,2026-04-02 21:11:26,u002,j.smith,WIN-003,python.exe,services.exe,python.exe,Low
E003557,2026-03-28 23:17:06,u004,m.sharma,WIN-009,powershell.exe,svchost.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003558,2026-06-11 19:41:06,u001,admin.ops,WIN-019,explorer.exe,outlook.exe,explorer.exe,Low
E003559,2026-01-23 21:18:01,u007,p.singh,WIN-013,powershell.exe,services.exe,powershell.exe -Command Get-Service,Medium
E003560,2026-03-13 14:19:30,u008,n.gupta,WIN-029,powershell.exe,winword.exe,powershell.exe Get-Process,Medium
E003561,2026-04-08 21:40:47,u011,svc_app,WIN-007,teams.exe,explorer.exe,teams.exe,Low
E003562,2026-02-11 15:02:41,u011,svc_app,WIN-002,explorer.exe,outlook.exe,explorer.exe,Low
E003563,2026-06-08 04:23:22,u006,s.rao,WIN-017,excel.exe,outlook.exe,excel.exe,Low
E003564,2026-05-02 12:13:59,u007,p.singh,WIN-022,chrome.exe,services.exe,chrome.exe,Low
E003565,2026-05-10 06:23:51,u003,a.kumar,WIN-020,teams.exe,explorer.exe,teams.exe,Low
E003566,2026-04-14 21:23:30,u003,a.kumar,WIN-002,svchost.exe,svchost.exe,svchost.exe,Low
E003567,2026-06-17 19:40:02,u008,n.gupta,WIN-016,cmd.exe,outlook.exe,cmd.exe,Low
E003568,2026-01-04 19:55:49,u001,admin.ops,WIN-021,powershell.exe,services.exe,powershell.exe -Command Get-Service,Medium
E003569,2026-06-23 20:32:09,u003,a.kumar,WIN-032,python.exe,services.exe,python.exe,Low
E003570,2026-04-26 07:48:18,u012,d.patel,WIN-037,winword.exe,outlook.exe,winword.exe,Low
E003571,2026-01-08 12:21:59,u004,m.sharma,WIN-012,powershell.exe,outlook.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003572,2026-04-06 05:47:34,u006,s.rao,WIN-008,winword.exe,services.exe,winword.exe,Low
E003573,2026-06-15 20:01:40,u001,admin.ops,WIN-038,chrome.exe,svchost.exe,chrome.exe,Low
E003574,2026-02-10 00:14:08,u009,k.mehta,WIN-031,teams.exe,outlook.exe,teams.exe,Low
E003575,2026-02-08 06:17:38,u003,a.kumar,WIN-009,svchost.exe,outlook.exe,svchost.exe,Low
E003576,2026-04-29 03:50:00,u005,r.verma,WIN-009,explorer.exe,explorer.exe,explorer.exe,Low
E003577,2026-01-02 20:29:06,u009,k.mehta,WIN-003,teams.exe,services.exe,teams.exe,Low
E003578,2026-05-06 09:31:46,u010,svc_backup,WIN-015,teams.exe,winword.exe,teams.exe,Low
E003579,2026-05-24 05:45:31,u001,admin.ops,WIN-012,powershell.exe,explorer.exe,powershell.exe -EncodedCommand NORMAL_SAMPLE,Medium
E003580,2026-03-25 22:36:49,u003,a.kumar,WIN-006,svchost.exe,explorer.exe,svchost.exe,Low
E003581,2026-06-12 14:35:22,u007,p.singh,WIN-014,outlook.exe,outlook.exe,outlook.exe,Low
E003582,2026-02-05 03:09:12,u001,admin.ops,WIN-024,powershell.exe,explorer.exe,powershell.exe Get-Process,Medium
E003583,2026-03-13 19:58:38,u010,svc_backup,WIN-010,teams.exe,outlook.exe,teams.exe,Low
