event_id,timestamp,user,host,command_line,detection_rule,severity
E006278,2026-03-01 21:17:53,a.kumar,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006291,2026-06-20 12:43:46,svc_backup,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006337,2026-05-03 22:31:57,j.smith,WIN-023,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006375,2026-03-07 23:08:37,n.gupta,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006383,2026-04-28 22:31:41,s.rao,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006394,2026-01-05 20:38:05,d.patel,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006430,2026-04-19 03:30:44,a.kumar,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006518,2026-04-23 22:50:18,svc_app,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006525,2026-06-18 08:17:35,svc_backup,WIN-005,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006528,2026-05-29 03:08:19,p.singh,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006584,2026-02-17 17:45:13,r.verma,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006595,2026-06-05 19:30:19,k.mehta,WIN-007,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006616,2026-04-23 17:23:55,n.gupta,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006678,2026-02-14 22:15:22,a.kumar,WIN-023,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006687,2026-01-30 19:14:09,m.sharma,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006689,2026-04-30 23:22:26,n.gupta,WIN-029,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006740,2026-04-02 11:59:35,r.verma,WIN-005,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006797,2026-05-27 07:22:35,j.smith,WIN-026,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006883,2026-02-12 13:58:55,m.sharma,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006898,2026-02-23 06:23:41,admin.ops,WIN-040,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006937,2026-04-04 03:11:01,j.smith,WIN-026,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006973,2026-01-06 03:21:42,d.patel,WIN-028,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E006975,2026-04-04 16:46:39,j.smith,WIN-022,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007031,2026-02-11 02:59:13,a.kumar,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007049,2026-05-28 12:59:11,m.sharma,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007113,2026-01-24 04:17:58,d.patel,WIN-023,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007121,2026-06-30 11:27:46,k.mehta,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007295,2026-06-21 18:03:29,svc_app,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007301,2026-03-18 07:18:31,a.kumar,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007303,2026-03-23 19:21:49,a.kumar,WIN-030,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007319,2026-01-30 03:50:05,svc_backup,WIN-027,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007377,2026-05-07 22:07:48,svc_backup,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007384,2026-01-24 18:41:04,s.rao,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007393,2026-03-25 23:18:02,a.kumar,WIN-011,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007402,2026-05-01 15:30:32,k.mehta,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007427,2026-04-18 17:13:26,n.gupta,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007432,2026-03-10 14:49:38,admin.ops,WIN-034,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007474,2026-03-18 22:04:45,a.kumar,WIN-013,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007535,2026-01-23 16:52:02,svc_app,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007618,2026-04-27 16:29:34,d.patel,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007621,2026-04-04 23:34:10,admin.ops,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007628,2026-05-26 13:24:51,m.sharma,WIN-027,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007703,2026-01-22 01:34:21,n.gupta,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007715,2026-06-25 09:00:11,r.verma,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007727,2026-05-21 08:52:01,r.verma,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007764,2026-03-15 01:49:40,s.rao,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007765,2026-05-13 16:58:11,p.singh,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007769,2026-06-25 19:32:03,d.patel,WIN-029,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007817,2026-04-15 21:48:17,m.sharma,WIN-036,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007845,2026-06-08 11:07:22,j.smith,WIN-025,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007850,2026-06-02 09:56:11,m.sharma,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007870,2026-05-11 11:45:58,d.patel,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007884,2026-01-05 06:16:17,a.kumar,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007896,2026-01-06 21:52:28,s.rao,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007897,2026-03-30 15:21:21,a.kumar,WIN-029,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007901,2026-01-07 03:52:43,m.sharma,WIN-005,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E007955,2026-03-04 22:57:28,d.patel,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008003,2026-03-22 19:35:45,r.verma,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008008,2026-05-24 07:32:19,n.gupta,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008068,2026-03-15 14:08:14,m.sharma,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008085,2026-04-02 15:27:10,s.rao,WIN-009,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008129,2026-06-21 10:53:19,k.mehta,WIN-023,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008151,2026-04-03 11:07:13,j.smith,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008161,2026-06-23 17:38:40,svc_backup,WIN-004,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008252,2026-04-13 18:27:27,j.smith,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008259,2026-06-10 23:29:51,s.rao,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008298,2026-02-26 09:41:47,p.singh,WIN-009,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008336,2026-03-12 07:05:57,s.rao,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008345,2026-04-28 11:53:12,n.gupta,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008396,2026-03-31 18:43:39,a.kumar,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008415,2026-01-01 01:34:42,n.gupta,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008425,2026-03-21 16:47:07,r.verma,WIN-028,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008514,2026-05-12 01:57:45,k.mehta,WIN-029,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008545,2026-04-27 23:41:10,p.singh,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008595,2026-02-19 13:01:25,m.sharma,WIN-040,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008642,2026-04-27 12:25:27,admin.ops,WIN-003,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008681,2026-05-29 09:31:39,admin.ops,WIN-026,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008689,2026-02-15 05:56:02,p.singh,WIN-017,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008690,2026-04-29 06:59:35,svc_backup,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008707,2026-06-06 13:57:54,admin.ops,WIN-020,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008731,2026-05-09 22:55:22,j.smith,WIN-036,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008751,2026-06-04 14:46:06,d.patel,WIN-020,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008767,2026-02-14 12:54:27,k.mehta,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008773,2026-05-26 15:44:16,m.sharma,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008786,2026-02-11 10:23:34,n.gupta,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008787,2026-03-01 23:46:22,a.kumar,WIN-004,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008801,2026-01-25 02:25:39,admin.ops,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008812,2026-06-26 11:46:27,admin.ops,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008821,2026-04-06 00:35:27,d.patel,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008876,2026-05-17 21:24:25,k.mehta,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008928,2026-01-31 20:38:07,r.verma,WIN-017,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008952,2026-04-14 17:20:44,p.singh,WIN-009,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E008977,2026-06-25 19:15:12,s.rao,WIN-040,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009003,2026-06-30 11:00:33,svc_backup,WIN-013,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009007,2026-04-08 15:24:20,k.mehta,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009048,2026-04-26 10:46:11,svc_app,WIN-014,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009063,2026-04-29 10:09:08,svc_backup,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009097,2026-06-17 18:10:34,p.singh,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009149,2026-05-29 05:47:42,r.verma,WIN-007,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009161,2026-05-07 11:47:22,admin.ops,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009165,2026-03-25 04:44:50,svc_app,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009193,2026-03-21 00:10:36,a.kumar,WIN-015,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009200,2026-04-15 10:30:35,d.patel,WIN-011,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009288,2026-04-03 16:55:36,r.verma,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009293,2026-01-01 11:07:14,svc_app,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009311,2026-04-21 11:18:11,j.smith,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009347,2026-02-09 18:34:31,s.rao,WIN-022,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009385,2026-03-11 12:09:17,svc_backup,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009391,2026-06-30 03:55:55,j.smith,WIN-017,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009399,2026-04-09 15:13:25,p.singh,WIN-017,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009451,2026-06-26 21:25:31,d.patel,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009488,2026-05-11 23:01:15,d.patel,WIN-038,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009576,2026-06-05 11:27:53,a.kumar,WIN-038,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009606,2026-02-06 05:52:39,d.patel,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009623,2026-06-08 08:52:45,svc_app,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009626,2026-03-27 16:35:41,svc_backup,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009668,2026-04-05 21:04:50,r.verma,WIN-003,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009674,2026-02-13 09:54:38,j.smith,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009722,2026-02-03 08:12:21,j.smith,WIN-011,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009733,2026-03-17 09:08:56,admin.ops,WIN-030,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009739,2026-06-08 04:52:53,svc_backup,WIN-030,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009806,2026-04-12 11:29:15,n.gupta,WIN-027,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009816,2026-03-22 07:45:52,admin.ops,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E009823,2026-01-12 17:35:34,s.rao,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010030,2026-05-09 02:10:47,svc_backup,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010038,2026-05-22 19:20:11,n.gupta,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010047,2026-04-18 03:41:35,m.sharma,WIN-014,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010062,2026-01-21 05:06:57,p.singh,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010068,2026-06-16 17:59:44,m.sharma,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010145,2026-03-03 13:47:35,d.patel,WIN-022,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010149,2026-05-04 05:15:50,admin.ops,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010193,2026-05-12 22:03:09,svc_app,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010194,2026-01-27 06:43:11,k.mehta,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010234,2026-03-15 18:31:30,r.verma,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010273,2026-01-25 20:28:54,p.singh,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010292,2026-06-12 15:36:57,n.gupta,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010316,2026-06-10 11:04:02,svc_backup,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010325,2026-03-09 21:59:19,a.kumar,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010348,2026-05-06 05:44:00,m.sharma,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010410,2026-06-14 15:38:05,svc_app,WIN-030,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010440,2026-05-10 16:46:20,n.gupta,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010515,2026-03-08 14:49:50,r.verma,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010520,2026-06-02 05:12:55,a.kumar,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010540,2026-06-14 18:45:23,svc_backup,WIN-017,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010578,2026-06-05 14:52:00,a.kumar,WIN-021,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010631,2026-02-07 13:30:56,svc_backup,WIN-005,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010723,2026-04-13 03:37:43,j.smith,WIN-012,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010735,2026-02-17 02:08:02,admin.ops,WIN-040,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010739,2026-01-24 11:59:17,s.rao,WIN-008,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010756,2026-03-09 15:38:07,k.mehta,WIN-016,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010839,2026-01-06 20:20:07,j.smith,WIN-035,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010907,2026-03-04 16:01:38,svc_backup,WIN-015,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010949,2026-03-17 22:09:25,r.verma,WIN-004,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010961,2026-05-15 23:30:12,p.singh,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E010998,2026-02-17 20:28:37,s.rao,WIN-020,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011039,2026-05-06 12:21:01,d.patel,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011075,2026-06-15 01:04:06,r.verma,WIN-038,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011149,2026-01-12 16:16:51,k.mehta,WIN-026,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011160,2026-03-22 23:33:36,k.mehta,WIN-005,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011181,2026-05-14 06:11:42,r.verma,WIN-027,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011182,2026-02-20 16:14:52,d.patel,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011213,2026-01-30 08:18:21,m.sharma,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011247,2026-04-09 07:07:35,s.rao,WIN-004,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011293,2026-04-23 04:49:26,svc_backup,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011353,2026-06-12 14:09:14,svc_backup,WIN-040,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011358,2026-06-30 00:02:51,r.verma,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011369,2026-03-19 10:21:34,svc_backup,WIN-025,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011377,2026-04-08 06:01:45,j.smith,WIN-018,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011420,2026-06-06 11:36:57,m.sharma,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011444,2026-06-24 16:55:27,svc_app,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011454,2026-04-09 07:59:42,admin.ops,WIN-037,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011507,2026-02-05 05:10:26,r.verma,WIN-007,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011520,2026-05-11 01:26:03,k.mehta,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011529,2026-02-13 00:10:30,admin.ops,WIN-032,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011593,2026-02-03 15:53:08,k.mehta,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011617,2026-04-18 18:04:08,p.singh,WIN-021,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011626,2026-02-27 20:07:34,r.verma,WIN-030,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011642,2026-05-31 03:15:32,svc_backup,WIN-031,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011654,2026-06-28 18:23:01,a.kumar,WIN-006,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011673,2026-04-15 15:47:34,svc_app,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011675,2026-05-27 16:35:22,r.verma,WIN-015,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011747,2026-05-13 17:56:47,svc_app,WIN-003,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011880,2026-02-10 02:36:04,n.gupta,WIN-026,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011899,2026-04-18 14:50:04,m.sharma,WIN-039,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011905,2026-04-27 07:48:59,svc_app,WIN-036,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011931,2026-03-17 21:57:57,svc_app,WIN-014,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E011936,2026-01-14 17:42:46,r.verma,WIN-021,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012095,2026-06-04 01:47:30,s.rao,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012107,2026-03-12 13:16:39,j.smith,WIN-033,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012134,2026-04-26 22:08:28,n.gupta,WIN-027,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012138,2026-05-31 18:21:56,n.gupta,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012142,2026-04-12 16:10:12,p.singh,WIN-010,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012187,2026-03-27 08:12:43,svc_app,WIN-023,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012198,2026-05-26 22:53:28,m.sharma,WIN-001,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012221,2026-04-19 05:16:01,admin.ops,WIN-021,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012234,2026-02-13 15:47:21,n.gupta,WIN-014,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012264,2026-05-08 04:45:53,a.kumar,WIN-015,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012322,2026-05-24 19:39:15,s.rao,WIN-002,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012339,2026-06-04 15:57:32,p.singh,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012347,2026-03-16 05:01:03,d.patel,WIN-024,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012365,2026-06-09 06:28:42,n.gupta,WIN-019,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012385,2026-06-22 20:05:49,d.patel,WIN-013,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
E012417,2026-04-20 06:20:46,svc_app,WIN-009,powershell.exe -EncodedCommand NORMAL_SAMPLE,Suspicious PowerShell,High
ES00020,2026-03-14 10:04:00,j.smith,WIN-024,powershell.exe -EncodedCommand SQBFAFgA...,Suspicious PowerShell,High
